Question,Answer,Category,URL
中转连接费用是否适用于 Azure 事件中心？,连接费用只在使用 AMQP 协议时适用。 使用 HTTP 发送事件没有连接费用，无论发送系统或设备的数量是多少。 如果计划使用 AMQP（例如，为了实现更高效的事件流式传输，或者为了对 IoT 命令和控制方案启用双向通信），请参阅[事件中心定价信息](https://www.azure.cn/pricing/details/event-hubs/)页，了解有关每个服务层中包括多少连接的详细信息。,event hubs,https://docs.azure.cn/event-hubs/event-hubs-faq
连接到同一 Azure ExpressRoute 线路的虚拟网络能否互相对话？, 连接到同一 Azure ExpressRoute 线路的虚拟网络中部署的虚拟机可以彼此通信。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否将站点到站点连接与 Azure ExpressRoute 一起用于虚拟网络？,Azure ExpressRoute 可以与站点到站点 VPN 共存。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 如果超过 BGP 限制，会发生什么情况？,Azure ExpressRoute 如果超过 BGP 限制，会将 BGP 会话删除。 当前缀计数低于限制后，将重置这些会话。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 对可以播发的路由数是否有限制？,"Azure ExpressRoute 对可以播发的路由数有限制。 对于专用对等互连，最多接受 4000 个路由前缀；对于公共对等互连，各接受 200 个。 如果启用 ExpressRoute 高级功能，可以将专用对等互连的此限制提高为 10,000 个路由。",expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 支持的连接速度是多少？,Azure ExpressRoute 支持带宽提供：\n\n50 Mbps、100 Mbps、200 Mbps、500 Mbps、1 Gbps、2 Gbps、5 Gbps、10 Gbps,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 线路是否存在连接界限？,Azure ExpressRoute 线路存在连接界限。 [ExpressRoute 合作伙伴和位置](https://docs.azure.cn/expressroute/expressroute-locations)一文概述了 ExpressRoute 线路的连接界限。 一条 ExpressRoute 线路的连接范围限制为单个地缘政治区域。 可以通过启用 ExpressRoute 高级功能，将连接扩展为跨地缘政治区域。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
使用 Azure ExpressRoute 和专用网络连接的好处是什么？,Azure ExpressRoute 连接不通过公共 Internet 。 与通过 Internet 的典型连接相比，ExpressRoute 连接提供更高的安全性、可靠性、速度和较低的一致延迟。 在某些情况下，使用 ExpressRoute 连接在本地设备和 Azure 之间传输数据可以产生显著的成本效益。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
我是否可以从高级功能集选择 Azure ExpressRoute 所需的功能？,不能从高级功能集选择 Azure ExpressRoute 所需的功能。 无法选择功能。 如果启用 ExpressRoute 高级版，则会启用所有功能。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否使用 Azure ExpressRoute 将我的一个 VLAN 扩展到 Azure？,不能使用 Azure ExpressRoute 将我的一个 VLAN 扩展到 Azure。 不支持将第 2 层连接扩展到 Azure。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
与 Azure ExpressRoute 的连接是冗余的吗？,与 Azure ExpressRoute 的连接是冗余的。 每条 ExpressRoute 线路都配置一对冗余交叉连接，以提供高可用性。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
哪里提供Azure ExpressRoute 服务？,参阅 [ExpressRoute 合作伙伴和位置](https://docs.azure.cn/expressroute/expressroute-locations)了解 Azure ExpressRoute 服务上市区域和可用性。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否从连接到 Azure ExpressRoute 线路的虚拟网络访问 Internet？,可以从连接到 Azure ExpressRoute 线路的虚拟网络访问 Internet 。 如果尚未通过 BGP 会话公布默认路由 (0.0.0.0/0) 或 Internet 路由前缀，可以从连接到 ExpressRoute 线路的虚拟网络连接到 Internet。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如何更改 Azure ExpressRoute 线路的带宽？,可以使用 REST API 或 PowerShell cmdlet 更新 Azure ExpressRoute 线路的带宽。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否使用不同服务提供商的 ExpressRoute 线路？,可以使用多个服务提供商的 ExpressRoute 线路。 每条 ExpressRoute 线路只与一个服务提供商相关联。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
可以同时与虚拟网络和其他 Azure 服务使用同一专用网络连接吗？,可以同时与虚拟网络和其他 Azure 服务使用同一专用网络连接。 设置 ExpressRoute 线路后，可以同时访问虚拟网络中的服务和其他 Azure 服务。 可通过专用对等路径连接到虚拟网络，通过公用对等路径连接到其他服务。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否同时与虚拟网络和其他 Azure 服务使用同一专用网络连接？,可以同时与虚拟网络和其他 Azure 服务使用同一专用网络连接。 设置 ExpressRoute 线路后，可以同时访问虚拟网络中的服务和其他 Azure 服务。 可通过专用对等路径连接到虚拟网络，通过公用对等路径连接到其他服务。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
是否可以在 Azure 订阅中有多条 Azure ExpressRoute 线路？,可以在 Azure 订阅中有多条 Azure ExpressRoute 线路。默认限制设置为 10。 如果需要增大限制，请联系 Microsoft 支持部门。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
我有多个包含虚拟网络的 Azure 订阅。 能否将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路？,可以将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路。 最多可以授权其他 10 个 Azure 订阅使用单个 ExpressRoute 线路。 可以通过启用 ExpressRoute 高级功能来提高此限制。\n\n有关详细信息，请参阅[在多个订阅之间共享 ExpressRoute 线路](https://docs.azure.cn/expressroute/expressroute-howto-linkvnet-arm)\n,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
我有多个关联到不同 Azure Active Directory 租户或企业协议合约的 Azure 订阅。 是否可以将位于单独租户和合约中的虚拟网络连接到不在同一租户或合约中的单个 ExpressRoute 线路？,可以将位于单独租户和合约中的虚拟网络连接到不在同一租户或合约中的单个 ExpressRoute 线路。Azure ExpressRoute 授权可以跨订阅、租户和合约边界，不需要进行额外配置。 \n\n有关详细信息，请参阅[在多个订阅之间共享 ExpressRoute 线路](https://docs.azure.cn/expressroute/expressroute-howto-linkvnet-arm)\n,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否将多个虚拟网络链接到一条 Azure ExpressRoute 线路？,可以将多个虚拟网络链接到一条 Azure ExpressRoute 线路。在标准 ExpressRoute 线路上最多可以有 10 个虚拟网络连接，在[高级 ExpressRoute 线路](https://docs.azure.cn/expressroute/#expressroute-premium)上最多可以有 100 个。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否将虚拟网络从站点到站点/点到站点配置转为使用 Azure ExpressRoute？,可以将虚拟网络从站点到站点/点到站点配置转为使用 Azure ExpressRoute。 必须在虚拟网络中创建 ExpressRoute 网关。 该过程会造成较短的停机时间。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
是否可以更改 Azure ExpressRoute 线路的带宽？,可以尝试在 Azure 门户中或者使用 PowerShell.mpt 来增加 ExpressRoute 线路的带宽。 如果在创建线路的物理端口上有容量可用，则更改会成功。 \n\n如果更改失败，这意味着当前端口上没有剩余足够的容量，需要创建具有更高带宽的新 ExpressRoute 线路；或者意味着在该位置没有额外的容量，在这种情况下将无法增加带宽。 \n\n还必须跟进连接服务提供商，确保他们更新其网络中的限制以支持带宽增加。 不过，无法减小 ExpressRoute 线路的带宽。 必须创建具有更低带宽的新 ExpressRoute 线路并删除旧线路。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如何禁用 Azure ExpressRoute 高级版？,可以通过调用 REST API 或 PowerShell cmdlet 来禁用 Azure ExpressRoute 高级版。 必须确保已调整连接需求以满足默认限制，再禁用 ExpressRoute 高级版。 如果使用规模超出了默认限制，禁用 ExpressRoute 高级版的请求会失败。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否阻止与连接到 Azure ExpressRoute 线路的虚拟网络建立 Internet 连接？,可以阻止与连接到 Azure ExpressRoute 线路的虚拟网络建立 Internet 连接。 可以播发默认路由 (0.0.0.0/0) 以阻止与虚拟网络内部署的虚拟机建立所有 Internet 连接，并通过 ExpressRoute 线路路由出所有流量。\n\n请注意，如果播发默认路由，我们会强制将传送到通过公共对等互连提供的服务（如 Azure 存储和 SQL DB）的流量传回本地。 必须将路由器配置为通过公共对等路径或通过 Internet 将流量传回 Azure。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
能否将一个虚拟网络连接到多条 Azure ExpressRoute 线路？,可将一个虚拟网络最多链接到四条 ExpressRoute 线路。 必须通过四个不同的 [ExpressRoute 位置](https://docs.azure.cn/expressroute/expressroute-locations)订购这些线路。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
在同一位置中是否可以有多条 Azure ExpressRoute 线路？,在同一位置中可以有多条 ExpressRoute 线路，它们可以具有相同或不同的服务提供商。 不过，无法从同一位置将多条 ExpressRoute 线路链接到同一虚拟网络。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如何启用 Azure ExpressRoute 高级版？,在启用相应的功能后，可启用 Azure ExpressRoute 高级功能，并可通过更新线路状态关闭高级功能。 可以在创建线路时启用 ExpressRoute 高级版，或者调用 REST API/PowerShell cmdlet。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如果某个 Azure ExpressRoute 链路出现故障，会失去连接？,如果其中一个交叉连接出现故障，不会失去连接。 冗余连接可用于支持网络负载。 另外，还可以在不同对等位置创建多条线路以实现故障恢复。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如何将我的虚拟网络连接到 Azure ExpressRoute 线路,将虚拟网络连接到 ExpressRoute 线路基本步骤如下：\n\n*   建立一条 ExpressRoute 线路并让服务提供商启用它。\n*   客户或者提供商必须配置 BGP 对等互连。\n*   将虚拟网络连接到 ExpressRoute 线路。\n\n有关详细信息，请参阅 [ExpressRoute 线路预配工作流和线路状态](https://docs.azure.cn/expressroute/expressroute-workflows),expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
对于使用 Azure ExpressRoute 可以传输的数据量是否有限制？,我们不对数据传输量设置限制。 有关带宽价格的信息，请参阅[定价详细信息](https://www.azure.cn/pricing/details/expressroute/)。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 需要多少费用？,有关Azure ExpressRoute 定价信息，请查看[定价详细信息](https://www.azure.cn/pricing/details/expressroute/)。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 是否提供服务级别协议 (SLA)？,有关Azure ExpressRoute 的服务级别协议 (SLA) 信息，请参阅 [ExpressRoute SLA](https://www.azure.cn/support/legal/sla/) 页。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 高级版需要多少费用？,有关Azure ExpressRoute 费用，请参阅[定价详细信息](https://www.azure.cn/pricing/details/expressroute/)。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
Azure ExpressRoute 可以选择哪些服务提供商？,有关服务提供商和位置的列表，请参阅 [ExpressRoute 合作伙伴和位置](https://docs.azure.cn/expressroute/expressroute-locations)。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如果我购买了具有给定带宽的 Azure ExpressRoute 线路，是否可以根据需要提升到更高的速度？,购买了具有给定带宽的 Azure ExpressRoute 线路，可以根据需要提升到更高的速度。 ExpressRoute 线路的配置允许免费将速度提升到所购带宽限制的两倍。 请咨询服务提供商，确定他们是否支持此功能。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
如果购买具有给定带宽的 Azure ExpressRoute 线路，是否必须从网络服务提供商购买具有相同速度的 VPN 连接？,购买具有给定带宽的 Azure ExpressRoute 线路，不必从网络服务提供商购买具有相同速度的 VPN 连接。 可以从服务提供商购买任何速度的 VPN 连接。 但是，与 Azure 的连接速度限制为购买的 ExpressRoute 线路带宽。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
连接到同一线路的 Azure 虚拟网络相互隔离吗？,连接到同一线路的 Azure 虚拟网络不相互隔离。 从路由角度看，连接到同一 ExpressRoute 线路的所有虚拟网络都属于同一路由域，不是相互隔离的。 如果需要路由隔离，则需要创建单独的 ExpressRoute 线路。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
除了支付 Azure ExpressRoute 高级版费用以外，是否还要支付标准版 ExpressRoute 的费用？,除了支付 Azure ExpressRoute 高级版费用以外，还要支付标准版 ExpressRoute 的费用。 Azure ExpressRoute 高级版费用是在 ExpressRoute 线路费用和连接服务提供商所收费用的基础之上收取。,expressroute,https://docs.azure.cn/expressroute/expressroute-faqs
ICP 备案信息在管局审核中，是否可以修改备案信息？,ICP 备案信息在管局审核中，不可以修改备案信息，管局审核通过后可以修改备案信息，并且备案信息的修改必须要再次提交管局审核才可生效。,icp,https://www.azure.cn/icp/icp-faq/
ICP 备案周期？,ICP 备案周期：在您提交信息后，我们会在 2 个工作日进行初审；若审核通过，我们会通知您来我们公司进行现场核验；面签通过后，我们会在收到纸质资料和照片后 1.5 个工作日进行二次审核，并将信息提交到省管局，管局会在 20 个工作日内下发审核意见。,icp,https://www.azure.cn/icp/icp-faq/
"ICP 备案成功后, 我是否还可以修改备案信息？",ICP 备案成功后，可以修改备案信息，但有些内容的修改则需重新提供核验资料。由于目前各省管局的要求不统一，届时可联系客服代表进行确认。,icp,https://www.azure.cn/icp/icp-faq/
我的网站备案成功了，下一步怎么做？,ICP 备案成功后，工信部会将备案结果以邮件和短信的形式通知您，您会获得网站的ICP备案号和备案密码，请将备案号放到自己的网站上并链接到[www.miitbeian.gov.cn](http://www.miitbeian.gov.cn)工信部备案网站上。  \n[www.beian.gov.cn](http://www.beian.gov.cn),icp,https://www.azure.cn/icp/icp-faq/
ICP 备案密码忘记如何找回？,ICP 备案成功后，通信管理管局会将备案密码直接下发给备案主体负责人。如果忘记了，请登录工信部备案网站[www.miitbeian.gov.cn](www.miitbeian.gov.cn)找回密码，或通过各地通信管理局找回密码。,icp,https://www.azure.cn/icp/icp-faq/
只做邮箱的域名是不是也需要备案？,ICP 备案是根据顶级域名来判断的，只要顶级域名没有备案过，该域名开通任何互联网信息服务都需要备案。所以，只做邮箱的域名也需要备案。,icp,https://www.azure.cn/icp/icp-faq/
域名只做邮箱使用是否需要备案？如果顶级域名已经做过备案了，mail 这样的二级域名就不需要再做备案了吧？,ICP 备案是根据顶级域名来判断的，只要顶级域名没有备案过，该域名开通任何互联网信息服务都需要备案。所以，只做邮箱的域名也需要备案。,icp,https://www.azure.cn/icp/icp-faq/
ICP 备案流程？,"ICP 备案流程：您在""[icp.cloud.21vianet.com](https://icp.cloud.21vianet.com)""进行注册，并填写、提交相关信息，我们初审通过后会通知贵方网站负责人携带相关核验资料到现场进行核验，通过后我们将信息提交到省管局，若审核通过则备案成功。",icp,https://www.azure.cn/icp/icp-faq/
从哪里获取 ICP 备案 真实性核验单和网络安全责任书？,"ICP 备案系统首页,报备必读中可以获取 ICP 备案 真实性核验单和网络安全责任书",icp,https://www.azure.cn/icp/icp-faq/
ICP 备案适用情况？,"ICP 备案适用场景如下：
1.  新增备案：适合首次备案的用户。\n2.  新增网站：适合已有 ICP 备案，为同一主办单位新开办的网站或此前未进行过备案的网站进行备案。\n3.  新增接入：适合原来在其他服务商处有网站并且已经做过备案的用户，将网站转为我们接入，并且仍使用原来域名的用户。",icp,https://www.azure.cn/icp/icp-faq/
ICP 备案面签地点？,"ICP 备案面签地点: 
\n\n北京：朝阳区酒仙桥东路 1 号 M5 楼 电话：4000890365\n\n上海：上海浦东区科苑路 88 号 3 号楼 657 室 电话：4000890365 \n",icp,https://www.azure.cn/icp/icp-faq/
ICP 备案面签通知发给谁？,ICP 备案面签通知发送到注册联系人邮箱。,icp,https://www.azure.cn/icp/icp-faq/
在 ICP 备案系统填写备案接入信息，服务器放置地和接入方式如何选择？,在 ICP 备案系统填写备案接入信息时，服务器放置地：可以选择“北京”或“上海” ；接入方式：可以选择 “云接入”。,icp,https://www.azure.cn/icp/icp-faq/
进行什么操作时，会用到管局下发的 ICP 备案密码？,新增接入、注销主体时会用到管局下发的 ICP 备案密码。,icp,https://www.azure.cn/icp/icp-faq/
哪些网站需要 ICP 备案？,用户可以通过独立的域名或独立的 IP 浏览公司在互联网上发布的信息，都需要 ICP 备案。,icp,https://www.azure.cn/icp/icp-faq/
部分省份管局审核 ICP 备案周期预估。（注：最终审核时间以管局为准）,"部分省份管局审核 ICP 备案周期预估如下：（注：最终审核时间以管局为准）
3 周：甘肃、云南
2 周：北京、浙江、湖北、天津、江西、广西、河北、黑龙江、内蒙古
1 周：广东、江苏、四川、河南、陕西、安徽、福建、贵州、辽宁、海南、湖南、新疆、山西、宁夏、重庆
3 天：上海",icp,https://www.azure.cn/icp/icp-faq/
可以继续利用 Azure IoT 套件中的现有投资吗？,可以继续利用 Azure IoT 套件中的现有投资。 现存的任何解决方案可继续在 Azure 订阅中工作，GitHub 中仍会提供其源代码。,iot suite,https://docs.azure.cn/iot-suite/iot-suite-faq
是否可以继续利用 Azure IoT 套件中的现有投资？,可以继续利用 Azure IoT 套件中的现有投资。 现存的任何解决方案可继续在 Azure 订阅中工作，GitHub 中仍会提供其源代码。,iot suite,https://docs.azure.cn/iot-suite/iot-suite-faq
在订阅中可以预配多少个 Azure Cosmos DB 实例？,在 Azure 订阅中可以预配 50 个 Azure Cosmos DB 实例。 可以创建 [Azure 支持票证](https://portal.azure.cn/#blade/Microsoft_Azure_Support/HelpAndSupportBlade)以提高此限制，但在默认情况下，对每个订阅只能预配 50 个 Cosmos DB 实例。,iot suite,https://docs.azure.cn/iot-suite/iot-suite-v1-faq
新的预配置解决方案在现有解决方案所在的同一地理区域中可用吗？,新的预配置解决方案在现有解决方案所在的同一地理区域中可用，新的远程监控解决方案可在同一地理区域中使用。,iot suite,https://docs.azure.cn/iot-suite/iot-suite-faq
新的预配置解决方案是否在现有解决方案所在的同一地理区域中可用？,新的预配置解决方案在现有解决方案所在的同一地理区域中可用，新的远程监控解决方案可在同一地理区域中使用。,iot suite,https://docs.azure.cn/iot-suite/iot-suite-faq
在哪里可以找到预配置解决方案的源代码？,预配置解决方案源代码存储在以下 GitHub 存储库中：\n\n*   [远程监控预配置解决方案](https://github.com/Azure/azure-iot-remote-monitoring)\n*   [预测性维护预配置解决方案](https://github.com/Azure/azure-iot-predictive-maintenance),iot suite,https://docs.azure.cn/iot-suite/iot-suite-v1-faq
可以复制或克隆现有的 Azure VM吗,可以复制或克隆现有的 Azure VM。有关说明，请参阅[如何在 Resource Manager 部署模型中创建 Linux 虚拟机的副本](https://docs.azure.cn/virtual-machines/linux/copy-vm?toc=/virtual-machines/linux/toc.json),linux,https://docs.azure.cn/virtual-machines/linux/faq
我是否可以复制或克隆现有的 Azure VM？,可以复制或克隆现有的 Azure VM。有关说明，请参阅[如何在 Resource Manager 部署模型中创建 Linux 虚拟机的副本](https://docs.azure.cn/virtual-machines/linux/copy-vm?toc=/virtual-machines/linux/toc.json),linux,https://docs.azure.cn/virtual-machines/linux/faq
Power BI 工作区集合可以用于创建内部应用程序吗？,Power BI 工作区集合不能用于创建内部应用程序，Power BI 工作区集合仅供外部用户使用，不应在内部业务应用程序中使用。 为了嵌入用于内部业务应用程序的 Power BI 内容，应该使用 Power BI 服务，并且所有使用该内容的用户必须拥有一个有效的 Power BI 免费版或 Power BI Pro 的用户订阅许可证。 有关如何将内部应用程序与 Power BI 服务进行集成的详细信息，请访问 [https://dev.powerbi.cn](https://dev.powerbi.cn/),power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
Power BI 工作区集合当前支持哪些数据源？,Power BI 工作区集合会支持通过直接查询对使用基本凭据的云数据源进行访问。 这意味着目前支持的源有 Azure SQL DB 和 Azure SQL DW 等。 在未来几个月中会添加对其他数据源和访问类型的支持。 有关详细信息，请参阅[连接到数据源](https://docs.azure.cn/power-bi-workspace-collections/connect-datasource),power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
可以通过现有的订阅使用 Power BI 工作区集合吗？,可以使用现有的 Azure 订阅预配和使用 Power BI 工作区集合服务。,power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
是否可以通过现有的订阅使用 Power BI 工作区集合？,可以使用现有的 Azure 订阅预配和使用 Power BI 工作区集合服务。,power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
用户有一个 Azure 订阅。 是否可以通过现有的订阅使用 Power BI 工作区集合？,可以使用现有的 Azure 订阅预配和使用 Power BI 工作区集合服务。,power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
应用程序的最终用户是否需要 Power BI 许可证？,应用程序的最终用户不需要 Power BI 许可证。 应用程序的最终用户无需单独购买 Power BI 订阅便可访问应用内数据可视化元素。 在 Power BI 工作区集合模型中，会通过 Azure 消耗计量器针对服务向应用程序提供商计费。 请参阅[定价和许可页](https://www.azure.cn/pricing/details/power-bi-embedded),power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
应用程序的最终用户需要 Power BI 许可证吗？,应用程序的最终用户不需要 Power BI 许可证。 应用程序的最终用户无需单独购买 Power BI 订阅便可访问应用内数据可视化元素。 在 Power BI 工作区集合模型中，会通过 Azure 消耗计量器针对服务向应用程序提供商计费。 请参阅[定价和许可页](https://www.azure.cn/pricing/details/power-bi-embedded),power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
应用程序的最终用户需要单独购买 Power BI 许可证吗？,应用程序的最终用户不需要 Power BI 许可证。 应用程序的最终用户无需单独购买 Power BI 订阅便可访问应用内数据可视化元素。 在 Power BI 工作区集合模型中，会通过 Azure 消耗计量器针对服务向应用程序提供商计费。 请参阅[定价和许可页](https://www.azure.cn/pricing/details/power-bi-embedded),power bi-workspace-collections,https://docs.azure.cn/power-bi-workspace-collections/faq
如何进行基准检验和测试Azure Redis 缓存的性能？,[启用缓存诊断](https://docs.azure.cn/redis-cache/cache-how-to-monitor#enable-cache-diagnostics)，以便可以[监视](https://docs.azure.cn/redis-cache/cache-how-to-monitor)缓存的运行状况。 可以在 Azure 门户中查看指标，也可以使用所选的工具[下载和查看](https://github.com/rustd/RedisSamples/tree/master/CustomMonitoring)这些指标。\n*   可以使用 redis-benchmark.exe 对 Redis 服务器进行负载测试。\n*   确保负载测试客户端和 Redis 缓存位于同一区域。\n*   使用 redis-cli.exe，并使用 INFO 命令监视缓存。\n*   如果负载导致出现大量内存碎片，则你应该扩展为更大的缓存大小。\n*   有关下载 Redis 工具的说明，请参阅[如何运行 Redis 命令？](https://docs.azure.cn/redis-cache/#cache-commands)部分。\n\n下面的命令提供了有关如何使用 redis-benchmark.exe 的示例。 为获得准确的结果，请从与缓存位于同一区域的 VM 运行这些命令。\n\n*   \n\n使用 1 k 有效负载测试管道 SET 请求\n\n`redis-benchmark.exe -h **yourcache**.redis.cache.chinacloudapi.cn -a **yourAccesskey** -t SET -n 1000000 -d 1024 -P 50`\n\n*   \n\n使用 1 k 有效负载测试管道 GET 请求。 注意：首先运行上面显示的 SET 测试以填充缓存\n\n`redis-benchmark.exe -h **yourcache**.redis.cache.chinacloudapi.cn -a **yourAccesskey** -t GET -n 1000000 -d 1024 -P 50`,redis cache,https://docs.azure.cn/redis-cache/cache-faq
Azure Redis 缓存如何计费？,[此处](https://www.azure.cn/pricing/details/redis-cache/)提供了 Azure Redis 缓存定价。 定价页列出了每小时费率。 缓存按分钟计费，从创建缓存时开始，到删除缓存时为止。 没有提供用于停止或暂停缓存的计费选项。,redis cache,https://docs.azure.cn/redis-cache/cache-faq
生产中使用 Azure Redis 的一些最佳做法是什么？,\n\n*   [StackExchange.Redis 最佳做法](https://docs.azure.cn/redis-cache/cache-faq#stackexchangeredis-best-practices)\n*   [配置和概念](https://docs.azure.cn/redis-cache/cache-faq#configuration-and-concepts)\n*   [性能测试](https://docs.azure.cn/redis-cache/cache-faq#performance-testing),redis cache,https://docs.azure.cn/redis-cache/cache-faq
使用常见 Redis 命令时注意事项？,\n\n*   对于某些需要较长时间才能完成的 Redis 命令，在未了解这些命令造成的影响的情况下，不应运行这些命令。\n\n    *   例如，不要在生产环境中运行 [KEYS](http://redis.io/commands/keys) 命令，因为它可能需要很长时间才能返回，具体时间取决于键数。 Redis 是单线程服务器，每次只能处理一个命令。 如果在 KEYS 后面发出了其他命令，则这些命令只会在处理完 KEYS 命令后才会得到处理。 [redis.io 站点](http://redis.io/commands/) 具有关于其支持的每个操作的时间复杂性的详细信息。 单击每个命令以查看每个操作的复杂程度。\n*   键大小 - 应使用小键/值还是大键/值？ 通常这取决于方案。 如果方案需要较大的键，则可调整 ConnectionTimeout 和重试值，并调整重试逻辑。 从 Redis 服务器的角度来看，值越小，性能就越好。\n*   这些考量并不意味着不能在 Redis 中存储较大值，只是要注意以下事项。 延迟会提高。 如果采用一个较大的数据集和一个较小的数据集，则可以使用多个 ConnectionMultiplexer 实例，并根据 [StackExchange.Redis 配置选项有什么作用](https://docs.azure.cn/redis-cache/#cache-configuration)部分中所述，为每个实例配置一组不同的超时和重试值。,redis cache,https://docs.azure.cn/redis-cache/cache-faq
使用常见 Redis 命令时要注意哪些问题？,\n\n*   对于某些需要较长时间才能完成的 Redis 命令，在未了解这些命令造成的影响的情况下，不应运行这些命令。\n\n    *   例如，不要在生产环境中运行 [KEYS](http://redis.io/commands/keys) 命令，因为它可能需要很长时间才能返回，具体时间取决于键数。 Redis 是单线程服务器，每次只能处理一个命令。 如果在 KEYS 后面发出了其他命令，则这些命令只会在处理完 KEYS 命令后才会得到处理。 [redis.io 站点](http://redis.io/commands/) 具有关于其支持的每个操作的时间复杂性的详细信息。 单击每个命令以查看每个操作的复杂程度。\n*   键大小 - 应使用小键/值还是大键/值？ 通常这取决于方案。 如果方案需要较大的键，则可调整 ConnectionTimeout 和重试值，并调整重试逻辑。 从 Redis 服务器的角度来看，值越小，性能就越好。\n*   这些考量并不意味着不能在 Redis 中存储较大值，只是要注意以下事项。 延迟会提高。 如果采用一个较大的数据集和一个较小的数据集，则可以使用多个 ConnectionMultiplexer 实例，并根据 [StackExchange.Redis 配置选项有什么作用](https://docs.azure.cn/redis-cache/#cache-configuration)部分中所述，为每个实例配置一组不同的超时和重试值。,redis cache,https://docs.azure.cn/redis-cache/cache-faq
使用 Azure Redis 缓存？,\n\n可通过多种方法来开始使用 Azure Redis 缓存。\n\n*   用户可以查看适用于 [.NET](https://docs.azure.cn/redis-cache/cache-dotnet-how-to-use-azure-redis-cache)、[ASP.NET](https://docs.azure.cn/redis-cache/cache-web-app-howto)、[Java](https://docs.azure.cn/redis-cache/cache-java-get-started)、[Node.js](https://docs.azure.cn/redis-cache/cache-nodejs-get-started) 和 [Python](https://docs.azure.cn/redis-cache/cache-python-get-started) 的教程之一。\n*   可以查看与你项目的开发语言对应的面向客户的客户端文档，了解如何使用 Redis。 许多 Redis 客户端都可用于 Azure Redis 缓存。 有关 Redis 客户端的列表，请参阅 [http://redis.io/clients](http://redis.io/clients)。\n\n如果还没有 Azure 帐户，可以：\n\n*   [建立 Azure 试用帐户](https://www.azure.cn/pricing/1rmb-trial/?WT.mc_id=redis_cache_hero)。,redis cache,https://docs.azure.cn/redis-cache/cache-faq
