Query,UTC DateTime,Response
出现sign-in failed的标志,05/21/2018 15:45:47,"{""query"":""出现sign-in failed的标志"",""intents"":[{""intent"":""GoodBye"",""score"":0.00530122127},{""intent"":""Greetings"",""score"":0.000427788065},{""intent"":""None"",""score"":0.9653161}],""entities"":[]}"
nihao,05/16/2018 11:07:55,"{""query"":""nihao"",""intents"":[{""intent"":""GoodBye"",""score"":0.0245561879},{""intent"":""Greetings"",""score"":0.895017743},{""intent"":""None"",""score"":0.0881907344}],""entities"":[]}"
nihao,05/09/2018 03:58:31,"{""query"":""nihao "",""intents"":[{""intent"":""Angry"",""score"":0.008469304},{""intent"":""AreYouBot"",""score"":1.5298049E-08},{""intent"":""GoodBye"",""score"":0.0803905055},{""intent"":""Greetings"",""score"":0.59514004},{""intent"":""None"",""score"":0.176156163},{""intent"":""Praise"",""score"":0.01672239}],""entities"":[]}"
nihao,05/11/2018 13:02:36,"{""query"":""nihao"",""intents"":[{""intent"":""Angry"",""score"":0.00229359721},{""intent"":""AreYouBot"",""score"":0.000375047355},{""intent"":""GoodBye"",""score"":0.0244859867},{""intent"":""Greetings"",""score"":0.8947456},{""intent"":""None"",""score"":0.09267895},{""intent"":""Praise"",""score"":0.00413660146}],""entities"":[]}"
nihao,05/15/2018 05:53:20,"{""query"":""nihao"",""intents"":[{""intent"":""GoodBye"",""score"":0.0245561879},{""intent"":""Greetings"",""score"":0.895017743},{""intent"":""None"",""score"":0.0881907344}],""entities"":[]}"
没解决,05/10/2018 00:42:06,"{""query"":""没解决"",""intents"":[{""intent"":""Angry"",""score"":0.159985647},{""intent"":""AreYouBot"",""score"":2.98005739E-06},{""intent"":""GoodBye"",""score"":0.0275596771},{""intent"":""Greetings"",""score"":0.067227},{""intent"":""None"",""score"":0.185024783},{""intent"":""Praise"",""score"":0.137927145}],""entities"":[]}"
如何订阅Azure,05/03/2018 06:07:27,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:09:14,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/02/2018 07:40:00,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:12:55,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:11:16,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:10:23,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 05:59:49,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 07:10:08,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:12:34,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/11/2018 08:57:42,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/02/2018 02:37:00,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:11:41,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/21/2018 05:42:16,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000452973676},{""intent"":""Greetings"",""score"":1.93627111E-05},{""intent"":""None"",""score"":0.999768257}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/21/2018 05:42:01,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000452973676},{""intent"":""Greetings"",""score"":1.93627111E-05},{""intent"":""None"",""score"":0.999768257}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 07:49:24,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/08/2018 07:10:44,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:09:51,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:08:59,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/02/2018 06:40:22,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 07:30:31,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 05:53:03,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:12:49,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/02/2018 06:44:29,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:11:32,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/02/2018 02:36:54,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/09/2018 10:14:04,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/09/2018 06:37:51,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/21/2018 06:31:04,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000452973676},{""intent"":""Greetings"",""score"":1.93627111E-05},{""intent"":""None"",""score"":0.999768257}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/14/2018 05:44:41,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000475865469},{""intent"":""Greetings"",""score"":1.31751158E-05},{""intent"":""None"",""score"":0.9997883}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:07:42,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:08:28,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/23/2018 02:24:11,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000400490069},{""intent"":""Greetings"",""score"":3.41503219E-05},{""intent"":""None"",""score"":0.9694937},{""intent"":""ProductFeature"",""score"":0.0006347436},{""intent"":""PurchaseAzure"",""score"":0.006825178}],""entities"":[]}"
如何订阅Azure,05/21/2018 05:46:28,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000452973676},{""intent"":""Greetings"",""score"":1.93627111E-05},{""intent"":""None"",""score"":0.999768257}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 06:56:43,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:12:03,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 11:59:54,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:07:03,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/09/2018 02:22:29,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/14/2018 05:43:53,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000475865469},{""intent"":""Greetings"",""score"":1.31751158E-05},{""intent"":""None"",""score"":0.9997883}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/21/2018 05:43:02,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000452973676},{""intent"":""Greetings"",""score"":1.93627111E-05},{""intent"":""None"",""score"":0.999768257}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 06:20:05,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:10:52,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/10/2018 08:10:19,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.005602947},{""intent"":""AreYouBot"",""score"":0.00146898255},{""intent"":""GoodBye"",""score"":0.0006269156},{""intent"":""Greetings"",""score"":2.013273E-05},{""intent"":""None"",""score"":0.9915449},{""intent"":""Praise"",""score"":0.004674438}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/08/2018 07:13:06,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/07/2018 03:27:58,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/07/2018 08:32:45,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/09/2018 12:42:07,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 11:59:38,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:08:43,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 07:28:55,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:08:12,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/21/2018 05:42:37,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""GoodBye"",""score"":0.000452973676},{""intent"":""Greetings"",""score"":1.93627111E-05},{""intent"":""None"",""score"":0.999768257}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
如何订阅Azure,05/03/2018 06:09:33,"{""query"":""如何订阅Azure"",""intents"":[{""intent"":""Angry"",""score"":0.0420183279},{""intent"":""AreYouBot"",""score"":3.687642E-07},{""intent"":""GoodBye"",""score"":0.012855201},{""intent"":""Greetings"",""score"":0.0110503426},{""intent"":""None"",""score"":0.938890338},{""intent"":""Praise"",""score"":0.0418144278}],""entities"":[{""entity"":""Azure"",""type"":""ms.service"",""startIndex"":4,""endIndex"":8,""resolution"":{""values"":[""Azure""]}}]}"
