Document.id,Document.questions,Document.modifiedQuestion,Document.answer,Document.modifiedAnswer,Document.categories,Document.rowId,Document.urls
4a69ac2f6092154a1624bb7eebd726ea,可以将虚拟机规模集与 Azure OMS (Operations Management Suite) 集成吗,是否可以将虚拟机规模集与 Azure OMS (Operations Management Suite) 集成？,"\n\n可以，可在规模集 VM 上安装 OMS 扩展。 Azure CLI 示例如下：\n\n``\n\n可在 OMS 门户中查找所需的 workspaceId 和 workspaceKey。 在""概述""页面上，单击""设置""磁贴。 单击顶部的""相连的源""选项卡。\n\n注意：如果规模集""upgradePolicy""设置为""手动""，则需要通过对 VM 调用升级将扩展应用到集中的所有 VM。 在 CLI 中，这将为""az vmss update-instances""。\n\n## 故障排除\n\n","可以将虚拟机规模集与 Azure OMS (Operations Management Suite) 集成，可在规模集 VM 上安装 OMS 扩展。 Azure CLI 示例如下：\n\n``\n\n可在 OMS 门户中查找所需的 workspaceId 和 workspaceKey。 在""概述""页面上，单击""设置""磁贴。 单击顶部的""相连的源""选项卡。\n\n注意：如果规模集""upgradePolicy""设置为""手动""，则需要通过对 VM 调用升级将扩展应用到集中的所有 VM。 在 CLI 中，这将为""az vmss update-instances""。",virtual machine-scale-sets,654,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
4a69ac2f6092154a1624bb7eebd726ea,是否可以将规模集与 Azure OMS (Operations Management Suite) 集成？,是否可以将虚拟机规模集与 Azure OMS (Operations Management Suite) 集成？,"\n\n可以，可在规模集 VM 上安装 OMS 扩展。 Azure CLI 示例如下：\n\n``\n\n可在 OMS 门户中查找所需的 workspaceId 和 workspaceKey。 在""概述""页面上，单击""设置""磁贴。 单击顶部的""相连的源""选项卡。\n\n注意：如果规模集""upgradePolicy""设置为""手动""，则需要通过对 VM 调用升级将扩展应用到集中的所有 VM。 在 CLI 中，这将为""az vmss update-instances""。\n\n## 故障排除\n\n","可以将虚拟机规模集与 Azure OMS (Operations Management Suite) 集成，可在规模集 VM 上安装 OMS 扩展。 Azure CLI 示例如下：\n\n``\n\n可在 OMS 门户中查找所需的 workspaceId 和 workspaceKey。 在""概述""页面上，单击""设置""磁贴。 单击顶部的""相连的源""选项卡。\n\n注意：如果规模集""upgradePolicy""设置为""手动""，则需要通过对 VM 调用升级将扩展应用到集中的所有 VM。 在 CLI 中，这将为""az vmss update-instances""。",virtual machine-scale-sets,654,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
fe2176921c3e277818241d5d5525d16e,"2.在这 12 个月期间，客户是否可以使用""即将""停用的 Azure Cosmos DB SDK 来创作应用程序？","在这 12 个月期间，客户是否可以使用""即将""停用的 Azure Cosmos DB SDK 来创作应用程序？","\n\n可以，客户在 12 个月宽限期内具有完全访问权限，可以使用""即将""停用的 Azure Cosmos DB SDK 创作、部署和修改应用程序。 在 12 个月宽限期内，建议客户根据相应情况迁移到支持的较新版本 Azure Cosmos DB SDK。\n\n3.在 12 个月通知期之后，客户是否可以使用已停用的 Azure Cosmos DB SDK 创建和修改应用程序？\n\n在 12 个月通知期之后，SDK 会停用。 Azure Cosmos DB 平台不允许使用已停用 SDK 的应用程序对 Azure Cosmos DB 进行任何访问。 此外，Microsoft 不会对已停用的 SDK 提供客户支持。\n\n4.如果客户运行使用不支持的 Azure Cosmos DB SDK 版本的应用程序，会发生什么情况？\n\n任何使用已停用 SDK 版本连接 Azure Cosmos DB 服务的尝试都会被拒绝。 \n\n5.新特性和功能是否会适用于所有未停用的 SDK？\n\n新特性和功能只添加到新版本。 如果使用的是未停用的旧版本 SDK，则对 Azure Cosmos DB 进行的请求仍会与以前一样正常工作，但是你无法访问任何新功能。 \n\n6.如果无法在截止日期之前更新应用程序，该怎么办？\n\n我们建议尽早升级到最新 SDK。 SDK 标记为要停用之后，会有 12 个月来更新应用程序。 如果由于任何原因而无法在此时间范围内完成应用程序更新，请在截止日期之前与 [Cosmos DB 团队](mailto:askcosmosdb@microsoft.com)联系并请求其帮助。\n\n## 另请参阅\n\n若要了解有关 Cosmos DB 的详细信息，请参阅 [Azure Cosmos DB](https://www.azure.cn/home/features/cosmos-db/) 服务页。\n\n","客户在 12 个月宽限期内具有完全访问权限，可以使用""即将""停用的 Azure Cosmos DB SDK 创作、部署和修改应用程序。 在 12 个月宽限期内，建议客户根据相应情况迁移到支持的较新版本 Azure Cosmos DB SDK。",cosmos-db,919,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet
fe2176921c3e277818241d5d5525d16e,"在这 12 个月期间，客户可以使用""即将""停用的 Azure Cosmos DB SDK 来创作应用程序吗？","在这 12 个月期间，客户是否可以使用""即将""停用的 Azure Cosmos DB SDK 来创作应用程序？","\n\n可以，客户在 12 个月宽限期内具有完全访问权限，可以使用""即将""停用的 Azure Cosmos DB SDK 创作、部署和修改应用程序。 在 12 个月宽限期内，建议客户根据相应情况迁移到支持的较新版本 Azure Cosmos DB SDK。\n\n3.在 12 个月通知期之后，客户是否可以使用已停用的 Azure Cosmos DB SDK 创建和修改应用程序？\n\n在 12 个月通知期之后，SDK 会停用。 Azure Cosmos DB 平台不允许使用已停用 SDK 的应用程序对 Azure Cosmos DB 进行任何访问。 此外，Microsoft 不会对已停用的 SDK 提供客户支持。\n\n4.如果客户运行使用不支持的 Azure Cosmos DB SDK 版本的应用程序，会发生什么情况？\n\n任何使用已停用 SDK 版本连接 Azure Cosmos DB 服务的尝试都会被拒绝。 \n\n5.新特性和功能是否会适用于所有未停用的 SDK？\n\n新特性和功能只添加到新版本。 如果使用的是未停用的旧版本 SDK，则对 Azure Cosmos DB 进行的请求仍会与以前一样正常工作，但是你无法访问任何新功能。 \n\n6.如果无法在截止日期之前更新应用程序，该怎么办？\n\n我们建议尽早升级到最新 SDK。 SDK 标记为要停用之后，会有 12 个月来更新应用程序。 如果由于任何原因而无法在此时间范围内完成应用程序更新，请在截止日期之前与 [Cosmos DB 团队](mailto:askcosmosdb@microsoft.com)联系并请求其帮助。\n\n## 另请参阅\n\n若要了解有关 Cosmos DB 的详细信息，请参阅 [Azure Cosmos DB](https://www.azure.cn/home/features/cosmos-db/) 服务页。\n\n","客户在 12 个月宽限期内具有完全访问权限，可以使用""即将""停用的 Azure Cosmos DB SDK 创作、部署和修改应用程序。 在 12 个月宽限期内，建议客户根据相应情况迁移到支持的较新版本 Azure Cosmos DB SDK。",cosmos-db,919,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet
1d2190fcbfd7b47f8bda5fe752e01ff0,可不可以使用应用程序网关设置警报？,是否可以使用应用程序网关设置警报？,"\n\n可以，应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。 \n\n问：后端运行状况返回未知状态，什么原因导致此状态？\n\n最常见的原因是访问的后端被 NSG 或自定义 DNS 阻止。 有关详细信息，请访问 [Backend health, diagnostics logging, and metrics for Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关的后端运行状况、诊断日志记录和指标）。\n\n## 后续步骤\n\n若要了解有关应用程序网关的详细信息，请访问 [Introduction to Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-introduction)（应用程序网关简介）。\n","应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。",application gateway,157,https://docs.azure.cn/application-gateway/application-gateway-faq
1d2190fcbfd7b47f8bda5fe752e01ff0,能不能使用应用程序网关设置警报？,是否可以使用应用程序网关设置警报？,"\n\n可以，应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。 \n\n问：后端运行状况返回未知状态，什么原因导致此状态？\n\n最常见的原因是访问的后端被 NSG 或自定义 DNS 阻止。 有关详细信息，请访问 [Backend health, diagnostics logging, and metrics for Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关的后端运行状况、诊断日志记录和指标）。\n\n## 后续步骤\n\n若要了解有关应用程序网关的详细信息，请访问 [Introduction to Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-introduction)（应用程序网关简介）。\n","应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。",application gateway,157,https://docs.azure.cn/application-gateway/application-gateway-faq
1d2190fcbfd7b47f8bda5fe752e01ff0,问：是否可以使用应用程序网关设置警报？,是否可以使用应用程序网关设置警报？,"\n\n可以，应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。 \n\n问：后端运行状况返回未知状态，什么原因导致此状态？\n\n最常见的原因是访问的后端被 NSG 或自定义 DNS 阻止。 有关详细信息，请访问 [Backend health, diagnostics logging, and metrics for Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关的后端运行状况、诊断日志记录和指标）。\n\n## 后续步骤\n\n若要了解有关应用程序网关的详细信息，请访问 [Introduction to Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-introduction)（应用程序网关简介）。\n","应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。",application gateway,157,https://docs.azure.cn/application-gateway/application-gateway-faq
f0a808d091edb73f746b4b6873645c85,可以通过 VNet 中的 VM 连接到 Internet 吗,,\n\n可以。 VNet 中部署的所有 VM 和云服务角色实例都可连接到 Internet。\n\n## 连接到 VNet 的 Azure 服务\n\n,可以通过 VNet 中的 VM 连接到 Internet。VNet 中部署的所有 VM 和云服务角色实例都可连接到 Internet。,virtual network,773,https://docs.azure.cn/virtual-network/virtual-networks-faq
f0a808d091edb73f746b4b6873645c85,是否可以通过 VNet 中的 VM 连接到 Internet？,,\n\n可以。 VNet 中部署的所有 VM 和云服务角色实例都可连接到 Internet。\n\n## 连接到 VNet 的 Azure 服务\n\n,可以通过 VNet 中的 VM 连接到 Internet。VNet 中部署的所有 VM 和云服务角色实例都可连接到 Internet。,virtual network,773,https://docs.azure.cn/virtual-network/virtual-networks-faq
7d60262012bc588e79ded90b9e74f3b2,可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化吗,,\n\n可以。 可以通过 Azure 应用商店部署许多供应商提供 [WAN 优化网络虚拟设备](https://azure.microsoft.com/marketplace/?term=wan optimization) 。\n\n## 配置\n\n,可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化。可以通过 Azure 应用商店部署许多供应商提供 [WAN 优化网络虚拟设备](https://azure.microsoft.com/marketplace/?term=wan optimization) 。,virtual network,792,https://docs.azure.cn/virtual-network/virtual-networks-faq
7d60262012bc588e79ded90b9e74f3b2,是否可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化？,,\n\n可以。 可以通过 Azure 应用商店部署许多供应商提供 [WAN 优化网络虚拟设备](https://azure.microsoft.com/marketplace/?term=wan optimization) 。\n\n## 配置\n\n,可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化。可以通过 Azure 应用商店部署许多供应商提供 [WAN 优化网络虚拟设备](https://azure.microsoft.com/marketplace/?term=wan optimization) 。,virtual network,792,https://docs.azure.cn/virtual-network/virtual-networks-faq
63002e1576212bc6430d2483e4451108,是否可以将 VNet 连接到 Azure 中的另一个 VNet？,,\n\n可以。 可使用以下方式将一个 VNet 连接到另一个 VNet：\n\n*   Azure VPN 网关。 有关详细信息，请参阅[配置 VNet 到 VNet 连接](https://docs.azure.cn/vpn-gateway/vpn-gateway-howto-vnet-vnet-resource-manager-portal)一文。 \n*   VNet 对等互连。 有关详细信息，请参阅 [VNet 对等互连概述](https://docs.azure.cn/virtual-network/virtual-network-peering-overview)一文。\n\n## 名称解析 (DNS)\n\n,可以将 VNet 连接到 Azure 中的另一个 VNet。 可使用以下方式将一个 VNet 连接到另一个 VNet：\n\n*   Azure VPN 网关。 有关详细信息，请参阅[配置 VNet 到 VNet 连接](https://docs.azure.cn/vpn-gateway/vpn-gateway-howto-vnet-vnet-resource-manager-portal)一文。 \n*   VNet 对等互连。 有关详细信息，请参阅 [VNet 对等互连概述](https://docs.azure.cn/virtual-network/virtual-network-peering-overview)一文。,virtual network,787,https://docs.azure.cn/virtual-network/virtual-networks-faq
8f94d17e10e157d636ae6524492dcf30,可以将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路吗？,我有多个包含虚拟网络的 Azure 订阅。 能否将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路？,\n\n可以。 最多可以授权其他 10 个 Azure 订阅使用单个 ExpressRoute 线路。 可以通过启用 ExpressRoute 高级功能来提高此限制。\n\n有关详细信息，请参阅[在多个订阅之间共享 ExpressRoute 线路](https://docs.azure.cn/expressroute/expressroute-howto-linkvnet-arm)\n,可以将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路。 最多可以授权其他 10 个 Azure 订阅使用单个 ExpressRoute 线路。 可以通过启用 ExpressRoute 高级功能来提高此限制。\n\n有关详细信息，请参阅[在多个订阅之间共享 ExpressRoute 线路](https://docs.azure.cn/expressroute/expressroute-howto-linkvnet-arm)\n,expressroute,410,https://docs.azure.cn/expressroute/expressroute-faqs
8f94d17e10e157d636ae6524492dcf30,我有多个包含虚拟网络的 Azure 订阅。 能否将不同订阅中的虚拟网络连接到单个 ExpressRoute 线路？,我有多个包含虚拟网络的 Azure 订阅。 能否将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路？,\n\n可以。 最多可以授权其他 10 个 Azure 订阅使用单个 ExpressRoute 线路。 可以通过启用 ExpressRoute 高级功能来提高此限制。\n\n有关详细信息，请参阅[在多个订阅之间共享 ExpressRoute 线路](https://docs.azure.cn/expressroute/expressroute-howto-linkvnet-arm)\n,可以将不同订阅中的虚拟网络连接到单个 Azure ExpressRoute 线路。 最多可以授权其他 10 个 Azure 订阅使用单个 ExpressRoute 线路。 可以通过启用 ExpressRoute 高级功能来提高此限制。\n\n有关详细信息，请参阅[在多个订阅之间共享 ExpressRoute 线路](https://docs.azure.cn/expressroute/expressroute-howto-linkvnet-arm)\n,expressroute,410,https://docs.azure.cn/expressroute/expressroute-faqs
e74095991c08de99ff27b2efb5ab6be8,如何保护 Azure 网络安全？,你们是否提供了有关保护 VNet 的信息？,\n\n可以。 有关详细信息，请参阅 [Azure 网络安全概述](https://docs.azure.cn/security/security-network-overview)一文。\n\n## API、架构和工具\n\n,有关详细信息，请参阅 [Azure 网络安全概述](https://docs.azure.cn/security/security-network-overview)一文。,virtual network,780,https://docs.azure.cn/virtual-network/virtual-networks-faq
e74095991c08de99ff27b2efb5ab6be8,是否有介绍如何保护 VNet 的信息？,你们是否提供了有关保护 VNet 的信息？,\n\n可以。 有关详细信息，请参阅 [Azure 网络安全概述](https://docs.azure.cn/security/security-network-overview)一文。\n\n## API、架构和工具\n\n,有关详细信息，请参阅 [Azure 网络安全概述](https://docs.azure.cn/security/security-network-overview)一文。,virtual network,780,https://docs.azure.cn/virtual-network/virtual-networks-faq
aab9fd0c520e304564ca80012c81c024,是否有 VNet 的工具支持？,是否有 Azure VNet 的工具支持？,\n\n可以。 详细了解以下操作：\n\n*   使用 Azure 门户通过 [Azure Resource Manager](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-arm-pportal) 和[经典](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-classic-pportal)部署模型部署 VNet。\n*   使用 PowerShell 来管理通过 [Resource Manager](https://docs.microsoft.com/powershell/resourcemanager/azurerm.network/v3.1.0/azurerm.network.md) 和[经典](https://docs.microsoft.com/powershell/module/azure/?view=azuresmps-3.7.0)部署模型部署的 VNet。\n*   使用 [Azure 命令行接口 (CLI)](https://docs.azure.cn/virtual-machines/azure-cli-arm-commands#azure-network-commands-to-manage-network-resources) 来管理通过这两种部署模型部署的 VNet。,有 VNet 的工具支持。 详细了解以下操作：\n\n*   使用 Azure 门户通过 [Azure Resource Manager](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-arm-pportal) 和[经典](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-classic-pportal)部署模型部署 VNet。\n*   使用 PowerShell 来管理通过 [Resource Manager](https://docs.microsoft.com/powershell/resourcemanager/azurerm.network/v3.1.0/azurerm.network.md) 和[经典](https://docs.microsoft.com/powershell/module/azure/?view=azuresmps-3.7.0)部署模型部署的 VNet。\n*   使用 [Azure 命令行接口 (CLI)](https://docs.azure.cn/virtual-machines/azure-cli-arm-commands#azure-network-commands-to-manage-network-resources) 来管理通过这两种部署模型部署的 VNet。,virtual network,782,https://docs.azure.cn/virtual-network/virtual-networks-faq
aab9fd0c520e304564ca80012c81c024,有哪些工具可以帮助部署 Azure Vnet?,是否有 Azure VNet 的工具支持？,\n\n可以。 详细了解以下操作：\n\n*   使用 Azure 门户通过 [Azure Resource Manager](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-arm-pportal) 和[经典](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-classic-pportal)部署模型部署 VNet。\n*   使用 PowerShell 来管理通过 [Resource Manager](https://docs.microsoft.com/powershell/resourcemanager/azurerm.network/v3.1.0/azurerm.network.md) 和[经典](https://docs.microsoft.com/powershell/module/azure/?view=azuresmps-3.7.0)部署模型部署的 VNet。\n*   使用 [Azure 命令行接口 (CLI)](https://docs.azure.cn/virtual-machines/azure-cli-arm-commands#azure-network-commands-to-manage-network-resources) 来管理通过这两种部署模型部署的 VNet。,有 VNet 的工具支持。 详细了解以下操作：\n\n*   使用 Azure 门户通过 [Azure Resource Manager](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-arm-pportal) 和[经典](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-classic-pportal)部署模型部署 VNet。\n*   使用 PowerShell 来管理通过 [Resource Manager](https://docs.microsoft.com/powershell/resourcemanager/azurerm.network/v3.1.0/azurerm.network.md) 和[经典](https://docs.microsoft.com/powershell/module/azure/?view=azuresmps-3.7.0)部署模型部署的 VNet。\n*   使用 [Azure 命令行接口 (CLI)](https://docs.azure.cn/virtual-machines/azure-cli-arm-commands#azure-network-commands-to-manage-network-resources) 来管理通过这两种部署模型部署的 VNet。,virtual network,782,https://docs.azure.cn/virtual-network/virtual-networks-faq
d6d8778fa40a235c72133a5ffd82e001,如何在不造成中断的情况下，将实例大小从中型更改为大型？,是否可以在不造成中断的情况下，将实例大小从中型更改为大型？,"\n\n可以。Azure 将跨更新域和容错域分配实例，确保所有实例不会同时发生故障。 为了支持缩放，应用程序网关可添加同一网关的多个实例来分担负载。\n\n## SSL 配置\n\n问：应用程序网关支持哪些证书？\n\n支持自签名证书、CA 证书和通配符证书。 不支持 EV 证书。\n\n问：应用程序网关支持哪些最新的加密套件？\n\n应用程序网关当前支持以下密码套件。 请访问[在应用程序网关上配置 SSL 策略版本和密码套件](https://docs.azure.cn/application-gateway/application-gateway-configure-ssl-policy-powershell)，了解如何自定义 SSL 选项。\n\n*   TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\n*   TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\n*   TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\n*   TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\n*   TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\n*   TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\n*   TLS_DHE_RSA_WITH_AES_256_CBC_SHA\n*   TLS_DHE_RSA_WITH_AES_128_CBC_SHA\n*   TLS_RSA_WITH_AES_256_GCM_SHA384\n*   TLS_RSA_WITH_AES_128_GCM_SHA256\n*   TLS_RSA_WITH_AES_256_CBC_SHA256\n*   TLS_RSA_WITH_AES_128_CBC_SHA256\n*   TLS_RSA_WITH_AES_256_CBC_SHA\n*   TLS_RSA_WITH_AES_128_CBC_SHA\n*   TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384\n*   TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256\n*   TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384\n*   TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256\n*   TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA\n*   TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA\n*   TLS_DHE_DSS_WITH_AES_256_CBC_SHA256\n*   TLS_DHE_DSS_WITH_AES_128_CBC_SHA256\n*   TLS_DHE_DSS_WITH_AES_256_CBC_SHA\n*   TLS_DHE_DSS_WITH_AES_128_CBC_SHA\n*   TLS_RSA_WITH_3DES_EDE_CBC_SHA\n*   TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA\n\n问：应用程序网关是否也支持重新加密发往后端的流量？\n\n是的，应用程序网关支持 SSL 卸载和端到端 SSL，因此支持重新加密发往后端的流量。\n\n问：是否可以配置 SSL 策略来控制 SSL 协议版本？\n\n是的，可将应用程序网关配置为拒绝 TLS1.0、TLS1.1 和 TLS1.2。 SSL 2.0 和 3.0 默认已禁用，并且不可配置。\n\n问：我是否可以配置密码套件和策略顺序？\n\n是，支持[配置密码套件](https://docs.azure.cn/application-gateway/application-gateway-ssl-policy-overview)。 定义自定义策略时，必须至少启用以下其中一个密码套件。 应用程序网关使用 SHA256 进行后端管理。\n\n*   TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 \n*   TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\n*   TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\n*   TLS_RSA_WITH_AES_128_GCM_SHA256\n*   TLS_RSA_WITH_AES_256_CBC_SHA256\n*   TLS_RSA_WITH_AES_128_CBC_SHA256\n\n问：支持多少个 SSL 证书？\n\n最多支持 20 个 SSL 证书。\n\n问：支持使用多少个身份验证证书进行后端重新加密？\n\n最多支持 10 个身份验证证书，默认为 5 个。\n\n问：应用程序网关是否原生与 Azure Key Vault 集成？\n\n不是，它没有与 Azure Key Vault 集成。\n\n## Web 应用程序防火墙 (WAF) 配置\n\n问：WAF SKU 是否提供标准 SKU 所提供的全部功能？\n\n是的，WAF 支持标准 SKU 中的所有功能。\n\n问：应用程序网关支持哪个 CRS 版本？\n\n应用程序网关支持 CRS [2.2.9](https://docs.azure.cn/application-gateway/application-gateway-crs-rulegroups-rules#owasp229) 和 CRS [3.0](https://docs.azure.cn/application-gateway/application-gateway-crs-rulegroups-rules#owasp30)。\n\n问：如何监视 WAF？\n\n可通过诊断日志记录监视 WAF。有关诊断日志记录的详细信息，请参阅 [Diagnostics Logging and Metrics for Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关的诊断日志记录和指标）\n\n问：检测模式是否会阻止流量？\n\n不会。检测模式仅记录触发了 WAF 规则的流量。\n\n问：如何自定义 WAF 规则？\n\n是的，WAF 规则可自定义，有关如何自定义这些规则的详细信息，请访问[自定义 WAF 规则组和规则](https://docs.azure.cn/application-gateway/application-gateway-customize-waf-rules-portal)\n\n问：目前支持哪些规则？\n\nWAF 目前支持 CRS [2.2.9](https://docs.azure.cn/application-gateway/application-gateway-crs-rulegroups-rules#owasp229) 和 CRS [3.0](https://docs.azure.cn/application-gateway/application-gateway-crs-rulegroups-rules#owasp30)，这些规则针对开放 Web 应用程序安全项目 (OWASP) 识别到的 10 大漏洞中的大多数漏洞提供基准安全要求，相关信息请参阅 [OWASP top 10 Vulnerabilities](https://www.owasp.org/index.php/Top10#OWASP_Top_10_for_2013)（OWASP 10 大漏洞）\n\n*   \n\nSQL 注入保护\n\n*   \n\n跨站点脚本保护\n\n*   \n\n常见 Web 攻击保护，例如命令注入、HTTP 请求走私、HTTP 响应拆分和远程文件包含攻击\n\n*   \n\n防止 HTTP 协议违反行为\n\n*   \n\n防止 HTTP 协议异常行为，例如缺少主机用户代理和接受标头\n\n*   \n\n防止自动程序、爬网程序和扫描程序\n\n*   \n\n检测常见应用程序错误配置（即 Apache、IIS 等）\n\n问：WAF 是否也支持 DDoS 防护？\n\n否，WAF 不提供 DDoS 防护。\n\n## 诊断和日志记录\n\n问：应用程序网关可以使用哪些类型的日志？\n\n应用程序网关可以使用三种日志。 有关这些日志和其他诊断功能的详细信息，请访问[应用程序网关的后端运行状况、诊断日志和指标](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)。\n\n*   ApplicationGatewayAccessLog：访问日志包含提交到应用程序网关前端的每个请求。 数据包括调用方的 IP、请求的 URL、响应延迟、返回代码，以及传入和传出的字节数。每隔 300 秒会收集一次访问日志。 此日志包含每个应用程序网关实例的一条记录。\n*   ApplicationGatewayPerformanceLog：性能日志捕获每个实例的性能信息，包括提供的请求总数、吞吐量（以字节为单位）、失败的请求计数、正常和不正常的后端实例计数。\n*   ApplicationGatewayFirewallLog：防火墙日志包含通过应用程序网关（配置有 Web 应用程序防火墙）的检测或阻止模式记录的请求。\n\n问：如何知道后端池成员是否正常？\n\n可以使用 PowerShell cmdlet `Get-AzureRmApplicationGatewayBackendHealth`，或者在门户中访问[应用程序网关诊断](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)来验证运行状况\n\n问：什么是诊断日志的保留策略？\n\n诊断日志发往客户存储帐户，客户可以根据偏好设置保留策略。 此外，可将诊断日志发送到事件中心或 Log Analytics。 有关详细信息，请访问 [Application Gateway Diagnostics](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关诊断）。\n\n问：如何获取应用程序网关的审核日志？\n\n应用程序网关有相应的审核日志。 在门户上的应用程序网关菜单边栏选项卡中单击""活动日志""即可访问审核日志。 \n\n问：是否可以使用应用程序网关设置警报？\n\n可以，应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。 \n\n问：后端运行状况返回未知状态，什么原因导致此状态？\n\n最常见的原因是访问的后端被 NSG 或自定义 DNS 阻止。 有关详细信息，请访问 [Backend health, diagnostics logging, and metrics for Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关的后端运行状况、诊断日志记录和指标）。\n\n## 后续步骤\n\n若要了解有关应用程序网关的详细信息，请访问 [Introduction to Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-introduction)（应用程序网关简介）。\n",可以在不造成中断的情况下，将实例大小从中型更改为大型。Azure 将跨更新域和容错域分配实例，确保所有实例不会同时发生故障。 为了支持缩放，应用程序网关可添加同一网关的多个实例来分担负载。,application gateway,163,https://docs.azure.cn/application-gateway/application-gateway-faq
