title,source,ms.service
 Azure 服务总线的共享访问签名身份验证 | Azure,kcCategory.csv, service-bus
 服务总线事务处理 | Azure,kcCategory.csv, service-bus
 Azure 中继 API 概述 | Azure,kcCategory.csv, service-bus-relay
 Azure 中继身份验证和授权 | Azure,kcCategory.csv, service-bus-relay
 使用 Azure 门户创建类型中继的命名空间 | Azure,kcCategory.csv, service-bus-relay
 Microsoft Azure 中继异常以及解决方法 | Azure,kcCategory.csv, service-bus-relay
 Azure 中继常见问题 (FAQ) | Azure,kcCategory.csv, service-bus-relay
 Azure 中继 .NET 标准 API 概述 | Azure,kcCategory.csv, service-bus-relay
 开始在 .NET 中使用 Azure 中继混合连接 | Microsoft 文档,kcCategory.csv, service-bus-relay
 Node 中的 Azure 中继混合连接入门 | Azure,kcCategory.csv, service-bus-relay
 Azure 中继节点 API 概述 | Azure,kcCategory.csv, service-bus-relay
 Azure 中继混合连接协议指南 | Azure,kcCategory.csv, service-bus-relay
 Azure 中继端口设置 | Microsoft Docs,kcCategory.csv, service-bus-relay
 .NET 中的 Azure Relay WCF 中继入门 | Azure,kcCategory.csv, service-bus-relay
 概述：什么是 Azure 中继？为何使用 Azure 中继？| Azure,kcCategory.csv, service-bus-relay
 使用 ASP.NET Core 创建应用程序的 Web 前端 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 中的应用程序生命周期 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 应用程序模型 | Microsoft 文档,kcCategory.csv, service-fabric
 了解 Service Fabric 应用程序和服务安全策略 | Azure,kcCategory.csv, service-fabric
 应用程序方案和设计 | Azure,kcCategory.csv, service-fabric
 管理 Service Fabric 应用程序中的机密 | Azure,kcCategory.csv, service-fabric
 高级应用程序升级主题 | Microsoft Docs,kcCategory.csv, service-fabric
 应用程序升级：数据序列化 | Azure,kcCategory.csv, service-fabric
 应用程序升级：升级参数 | Microsoft Docs,kcCategory.csv, service-fabric
 应用程序升级故障排除 | Microsoft 文档,kcCategory.csv, service-fabric
 使用 PowerShell 升级 Service Fabric 应用 | Microsoft Docs,kcCategory.csv, service-fabric
 Service Fabric 应用升级教程 | Azure,kcCategory.csv, service-fabric
 Service Fabric 应用程序升级 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 体系结构 | Azure,kcCategory.csv, service-fabric
 自动管理 Azure Service Fabric 应用程序 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 服务的可用性 | Azure,kcCategory.csv, service-fabric
 使用 CLI 与 Service Fabric 群集交互 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 应用的容量规划 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 编程模型概述 | Azure,kcCategory.csv, service-fabric
 使用 Jenkins 针对 Azure Service Fabric Linux Java 应用程序进行持续生成和集成 | Microsoft 文档,kcCategory.csv, service-fabric
 云服务与 Service Fabric 之间的差异 | Azure,kcCategory.csv, service-fabric
 将 Azure 云服务应用转换为微服务 | Azure,kcCategory.csv, service-fabric
 规划 Service Fabric 群集容量 | Azure,kcCategory.csv, service-fabric
 创建独立 Azure Service Fabric 群集 | Azure,kcCategory.csv, service-fabric
 根据模板创建 Azure Service Fabric 群集 | Microsoft Docs,kcCategory.csv, service-fabric
 在 Azure 门户中创建 Service Fabric 群集 | Microsoft Docs,kcCategory.csv, service-fabric
 使用 Visual Studio 设置 Service Fabric 群集 | Microsoft 文档,kcCategory.csv, service-fabric
 使用运行 Windows 的 Azure VM 创建独立群集 | Azure,kcCategory.csv, service-fabric
 删除 Azure 群集及其资源 | Azure,kcCategory.csv, service-fabric
 更改 Azure Service Fabric 设置 | Azure,kcCategory.csv, service-fabric
 配置独立群集 | Azure,kcCategory.csv, service-fabric
 Service Fabric 节点类型和 VM 规模集 | Azure,kcCategory.csv, service-fabric
 Service Fabric 群集资源管理器 - 相关性 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 群集资源管理器 - 放置策略 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 群集资源管理器中的限制 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 群集资源管理器 - 应用程序组 | Azure,kcCategory.csv, Service-Fabric
 资源管理器体系结构 | Azure,kcCategory.csv, Service-Fabric
 使用 Azure Service Fabric 群集资源管理器平衡群集 | Azure,kcCategory.csv, Service-Fabric
 资源平衡器群集描述 | Azure,kcCategory.csv, Service-Fabric
 使用 Service Fabric 群集资源管理器配置服务 | Azure,kcCategory.csv, Service-Fabric
 Azure Service Fabric 中的指标碎片整理 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 群集资源管理器简介 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 群集资源管理器 - 管理集成 | Azure,kcCategory.csv, Service-Fabric
 使用 Azure Service Fabric 群集资源管理器管理指标 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 群集资源管理器：移动成本 | Azure,kcCategory.csv, service-fabric
 Service Fabric 群集安全性：客户端角色 | Microsoft Docs,kcCategory.csv, service-fabric
 管理 Azure Service Fabric 群集中的证书 | Microsoft Docs,kcCategory.csv, service-fabric
 保护 Service Fabric 群集 | Microsoft Docs,kcCategory.csv, service-fabric
 Azure Service Fabric 独立群集部署准备 | Azure,kcCategory.csv, service-fabric
 适用于 Windows Server 的 Azure Service Fabric 独立包 | Azure,kcCategory.csv, service-fabric
 在 Windows Server 上升级独立的 Service Fabric 群集 | Azure,kcCategory.csv, service-fabric
 升级 Azure Service Fabric 群集 | Microsoft 文档,kcCategory.csv, service-fabric
 向独立 Service Fabric 群集添加或删除节点 | Azure,kcCategory.csv, service-fabric
 有关 Azure Service Fabric 的常见问题 | Microsoft Docs,kcCategory.csv, service-fabric
 Service Fabric 服务分区 | Azure,kcCategory.csv, service-fabric
 Service Fabric 服务的可伸缩性 | Azure,kcCategory.csv, service-fabric
 定义和管理状态 | Azure,kcCategory.csv, service-fabric
 在 Azure Service Fabric 中与服务建立连接和通信 | Azure,kcCategory.csv, service-fabric
 安全地连接到 Azure Service Fabric 群集 | Azure,kcCategory.csv, service-fabric
 Service Fabric 和容器概述 | Azure,kcCategory.csv, service-fabric
 了解 Azure Service Fabric | Azure,kcCategory.csv, service-fabric
 在 Service Fabric 群集中引入混沌测试 | Azure,kcCategory.csv, service-fabric
 创建第一个 Azure 微服务应用程序 | Microsoft 文档,kcCategory.csv, service-fabric
 在 Linux 上使用 C# 创建第一个 Azure 微服务应用 | Microsoft 文档,kcCategory.csv, service-fabric
 使用 Java 在 Linux 上创建第一个 Service Fabric 应用程序 | Azure,kcCategory.csv, service-fabric
 在 Eclipse 中调试 Azure Service Fabric 应用程序 | Azure,kcCategory.csv, service-fabric
 调试 Visual Studio 中的应用程序 | Microsoft Docs,kcCategory.csv, service-fabric
 在 Windows Server 和 Linux 上创建 Azure Service Fabric 群集 | Microsoft 文档,kcCategory.csv, service-fabric
 Service Fabric 和在 Linux 中部署容器 | Azure,kcCategory.csv, service-fabric
 将现有可执行文件部署到 Azure Service Fabric | Azure,kcCategory.csv, service-fabric
 部署使用 MongoDB 的 Node.js 应用程序 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 应用程序部署 | Azure,kcCategory.csv, service-fabric
 Service Fabric 应用程序部署 | Microsoft 文档,kcCategory.csv, service-fabric
 调试 Linux 中的 Azure 微服务 | Microsoft Docs,kcCategory.csv, service-fabric
 在本地监视和诊断使用 Azure Service Fabric 编写的服务 | Azure,kcCategory.csv, service-fabric
 使用 Azure Service Fabric 报告和检查运行状况 | Azure,kcCategory.csv, service-fabric
 使用 Linux Azure 诊断收集日志 | Microsoft Docs,kcCategory.csv, service-fabric
 使用 Azure 诊断收集日志 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 监视和诊断概述 | Azure,kcCategory.csv, service-fabric
 使用事件跟踪进行故障排除 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 灾难恢复 | Microsoft 文档,kcCategory.csv, service-fabric
 引发的常见 FabricClient 异常 | Azure,kcCategory.csv, service-fabric
 适用于 Eclipse 的 Azure Service Fabric 插件 | Azure,kcCategory.csv, service-fabric
 在 Linux 上设置开发环境 | Azure,kcCategory.csv, service-fabric
 在 Mac OS X 上设置开发环境 | Azure,kcCategory.csv, service-fabric
 设置独立的 Azure Service Fabric 群集 | Azure,kcCategory.csv, service-fabric
 以本地方式部署和升级 Azure 微服务 | Azure,kcCategory.csv, service-fabric
 设置 Azure 微服务的开发环境 | Azure,kcCategory.csv, service-fabric
 Service Fabric 中的运行状况监视 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 映像存储区连接字符串 | Azure,kcCategory.csv, service-fabric
 Linux 上的 Azure Service Fabric | Azure,kcCategory.csv, service-fabric
 Linux 和 Windows 之间的 Azure Service Fabric 差异 | Azure,kcCategory.csv, service-fabric
 在 Visual Studio 中管理应用程序 | Azure,kcCategory.csv, service-fabric
 在 Service Fabric 中管理多个环境 | Azure,kcCategory.csv, service-fabric
 将启动节点 API 和停止节点 API 替换为 Azure Service Fabric 节点转换 API | Azure,kcCategory.csv, service-fabric
 Azure 微服务简介 | Azure,kcCategory.csv, service-fabric
 Service Fabric 概述 | Azure,kcCategory.csv, service-fabric
 打包 Azure Service Fabric 应用 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 模式和方案 | Microsoft Docs,kcCategory.csv, service-fabric
 Azure Service Fabric 的网络模式 | Microsoft Docs,kcCategory.csv, service-fabric
 Service Fabric 项目创建后续步骤 | Azure,kcCategory.csv, service-fabric
 使用 Visual Studio 将应用发布到远程群集 | Azure,kcCategory.csv, multiple
 执行组件诊断和监视 | Azure,kcCategory.csv, service-fabric
 基于角色的 Azure 微服务中的事件 | Microsoft Docs,kcCategory.csv, service-fabric
 Azure Service Fabric Reliable Actors FabricTransport 配置概述 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric Reliable Actors 入门 | Azure,kcCategory.csv, service-fabric
 用 C# 创建第一个基于角色的 Azure 微服务 | Microsoft Docs,kcCategory.csv, service-fabric
 Service Fabric Reliable Actors 概述 | Azure,kcCategory.csv, service-fabric
 更改 Azure 微服务中的 KVSActorStateProvider 设置 | Azure,kcCategory.csv, Service-Fabric
 基于角色的 Azure 微服务生命周期概述 | Microsoft Docs,kcCategory.csv, service-fabric
 有关执行组件类型序列化的 Reliable Actors 说明 | Azure,kcCategory.csv, service-fabric
 Service Fabric 上的 Reliable Actors | Azure,kcCategory.csv, service-fabric
 Reliable Actors 框架中的多态性技术 | Azure,kcCategory.csv, service-fabric
 基于执行组件的 Azure 微服务中的重新进入 | Azure,kcCategory.csv, service-fabric
 更改 Azure 微服务中的 ReliableDictionaryActorStateProvider 设置 | Azure,kcCategory.csv, Service-Fabric
 Reliable Actors 状态管理 | Azure,kcCategory.csv, service-fabric
 Reliable Actors 计时程序和提醒程序 | Azure,kcCategory.csv, service-fabric
 Reliable Services 的高级用法 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 备份和还原 | Microsoft 文档,kcCategory.csv, service-fabric
 使用 ASP.NET Core 与服务通信 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 中的服务远程处理 | Azure,kcCategory.csv, service-fabric
 Service Fabric 中的服务远程处理 | Azure,kcCategory.csv, service-fabric
 Reliable Services WCF 通信堆栈 | Azure,kcCategory.csv, service-fabric
 使用 ASP.NET Web API 来与服务通信 | Azure,kcCategory.csv, service-fabric
 Reliable Services 通信概述 | Azure,kcCategory.csv, service-fabric
 配置可靠的 Azure 微服务 | Azure,kcCategory.csv, Service-Fabric
 有状态 Reliable Services 诊断 | Azure,kcCategory.csv, Service-Fabric
 Service Fabric 可靠服务编程模型概述 | Azure,kcCategory.csv, Service-Fabric
 Azure Service Fabric Reliable Services 生命周期概述 | Azure,kcCategory.csv, Service-Fabric
 Azure Service Fabric Reliable Services 生命周期概述 | Azure,kcCategory.csv, service-fabric
 Reliable Services 通知 | Microsoft 文档,kcCategory.csv, service-fabric
 可靠服务体系结构 | Azure,kcCategory.csv, Service-Fabric
 在 Java 中创建第一个可靠的 Azure 微服务 | Azure,kcCategory.csv, service-fabric
 使用 C# 创建第一个 Service Fabric 应用程序 | Microsoft 文档,kcCategory.csv, service-fabric
 在 Azure 微服务中保存应用程序状态 | Azure,kcCategory.csv, service-fabric
 在 Azure Service Fabric 中帮助保护服务的通信 | Azure,kcCategory.csv, service-fabric
 在 Service Fabric 中帮助保护服务的通信 | Azure,kcCategory.csv, service-fabric
 添加自定义 Service Fabric 运行状况报告 | Azure,kcCategory.csv, service-fabric
 基于 REST 的应用程序生命周期示例 | Azure,kcCategory.csv, service-fabric
 Azure Service Fabric 反向代理 | Azure,kcCategory.csv, service-fabric
 指定 Service Fabric 服务终结点 | Microsoft 文档,kcCategory.csv, service-fabric
 使用 Visual Studio Team Services 设置 Service Fabric 持续集成和部署 | Azure,kcCategory.csv, multiple
 了解 Azure Service Fabric 支持选项 | Microsoft Docs,kcCategory.csv, service-fabric
 了解 Azure Service Fabric 术语 | Azure,kcCategory.csv, service-fabric
 Azure 微服务中的模拟故障 | Azure,kcCategory.csv, service-fabric
 故障分析服务概述 |Microsoft 文档,kcCategory.csv, service-fabric
 可测试性：服务通信 | Azure,kcCategory.csv, service-fabric
 为 Azure 微服务创建混沌和故障转移测试 | Azure,kcCategory.csv, service-fabric
 在 Azure 微服务中模拟故障 | Microsoft Docs,kcCategory.csv, service-fabric
 对本地 Service Fabric 群集设置进行故障排除 | Microsoft 文档,kcCategory.csv, service-fabric
 使用系统运行状况报告进行故障排除 | Azure,kcCategory.csv, service-fabric
 如何在 Service Fabric 服务中调用数据丢失 | Azure,kcCategory.csv, service-fabric
 如何查看 Azure Service Fabric 实体的聚合运行状况 | Azure,kcCategory.csv, service-fabric
 使用 Service Fabric Explorer 可视化群集 | Azure,kcCategory.csv, service-fabric
 配置受 Service Fabric 群集支持的安全连接 | Azure,kcCategory.csv, multiple
 配置 Service Fabric 应用程序的升级 | Azure,kcCategory.csv, service-fabric
 使用 Visual Studio Team Services 对应用程序进行负载测试 | Azure,kcCategory.csv, multiple
 使用 Windows 安全性保护 Windows 上运行的群集 | Azure,kcCategory.csv, service-fabric
 使用证书确保 Windows 上 Azure Service Fabric 群集的安全 | Microsoft Docs,kcCategory.csv, service-fabric
 使用可靠集合 | Azure,kcCategory.csv, Service-Fabric
 使用 Azure Site Recovery 保护 Active Directory 和 DNS | Azure,kcCategory.csv, site-recovery
 使用 Azure Automation DSC 部署 Site Recovery 移动服务 | Azure,kcCategory.csv, site-recovery
 Azure Site Recovery 最佳做法 | Azure,kcCategory.csv, site-recovery
 估算 Azure 中的复制容量 | Azure,kcCategory.csv, site-recovery
 为站点恢复运行 Hyper-V Capacity Planner 工具 | Azure,kcCategory.csv, site-recovery
 Site Recovery 的工作原理 | Azure,kcCategory.csv, site-recovery
 在 Azure Site Recovery 中创建用于故障转移和恢复的恢复计划 | Azure,kcCategory.csv, site-recovery
 使用 PowerShell 和 Azure Resource Manager 复制 Hyper-V VM | Azure,kcCategory.csv, site-recovery
 在经典门户中使用 PowerShell 将 Hyper-V VM 复制到 Azure | Azure,kcCategory.csv, site-recovery
 在 Azure Site Recovery 中进行针对 Hyper-v 虚拟机的故障回复 | Azure,kcCategory.csv, site-recovery
 Site Recovery 中的故障转移 | Azure,kcCategory.csv, site-recovery
 “Azure Site Recovery：常见问题 | Azure”,kcCategory.csv, site-recovery
 在经典管理门户中将 Hyper-V VM 复制到 Azure | Azure,kcCategory.csv, site-recovery
 将 Hyper-V VM 复制到 Azure  | Azure,kcCategory.csv, site-recovery
 使用软件部署工具为 Azure Site Recovery 自动安装移动服务 | Azure.,kcCategory.csv, site-recovery
 删除服务器并禁用保护 | Azure,kcCategory.csv, site-recovery
 将 VM 从 AWS 迁移到 Azure | Azure,kcCategory.csv, site-recovery
 在 Azure 区域之间迁移 Azure IaaS VM | Azure,kcCategory.csv, site-recovery
 使用 Site Recovery 迁移到 Azure | Azure,kcCategory.csv, site-recovery
 监视虚拟机和物理服务器的保护及其故障排除 | Azure,kcCategory.csv, site-recovery
 设计用于灾难恢复的网络基础结构 | Azure,kcCategory.csv, site-recovery
 什么是 Site Recovery？ | Azure,kcCategory.csv, site-recovery
 使用 Azure Site Recovery 在站点之间进行 Hyper-V 复制的测试结果 | Azure,kcCategory.csv, site-recovery
 使用 Azure Site Recovery 复制到 Azure 的先决条件 | Azure,kcCategory.csv, site-recovery
 使用基于角色的访问控制管理 Azure Site Recovery | Azure,kcCategory.csv, site-recovery
 在经典门户中将 Azure 自动化 Runbook 添加到恢复计划 | Azure,kcCategory.csv, site-recovery
 在 Site Recovery 中将 Azure 自动化 Runbook 添加到恢复计划 | Azure,kcCategory.csv, site-recovery
 使用 Azure Site Recovery 复制采用 SQL Server 的应用程序 | Microsoft Docs,kcCategory.csv, site-recovery
 复制到 Azure 时的 Azure Site Recovery 支持矩阵 | Azure,kcCategory.csv, site-recovery
 使用 Azure Site Recovery 复制到辅助站点时的支持矩阵 | Azure,kcCategory.csv, site-recovery
 Azure Site Recovery 支持矩阵 | Azure,kcCategory.csv, site-recovery
 在 Site Recovery 中执行到 Azure 的测试故障转移 | Azure,kcCategory.csv, site-recovery
 Site Recovery (Azure) 中的测试故障转移（VMM 到 VMM） | Azure,kcCategory.csv, site-recovery
 通过 Azure Site Recovery 使用 SAN 复制 VMM 中的 Hyper-V VM | Azure,kcCategory.csv, site-recovery
 将 VMM 云中的 Hyper-V 虚拟机复制到 Azure | Azure,kcCategory.csv, site-recovery
 使用 Azure Site Recovery 和 PowerShell（资源管理器）在 VMM 云中复制 Hyper-V 虚拟机 | Azure,kcCategory.csv, site-recovery
 将 VMM 云中的 Hyper-V VM 复制到 Azure | Azure,kcCategory.csv, site-recovery
 将 VMM 中的 Hyper-V VM 复制到辅助站点（Azure 经典）| Azure,kcCategory.csv, site-recovery
 使用 PowerShell 将 VMM 中的 Hyper-V VM 复制到辅助站点 (Azure Resource Manager) | Azure,kcCategory.csv, site-recovery
 使用 Azure Site Recovery 将 Hyper-V VM 复制到辅助站点 | Azure,kcCategory.csv, site-recovery
 可以通过 Azure Site Recovery 保护哪些工作负荷？,kcCategory.csv, site-recovery
 对 Azure SQL 数据仓库进行身份验证 | Azure,kcCategory.csv, sql-data-warehouse
 Azure SQL 数据仓库备份 - 快照、异地冗余 | Azure,kcCategory.csv, sql-data-warehouse
 Azure SQL 数据仓库最佳实践 | Azure,kcCategory.csv, sql-data-warehouse
 连接到 Azure SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库的驱动程序 | Azure,kcCategory.csv, sql-data-warehouse
 优化 SQL 数据仓库的事务 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的并发性和工作负荷管理 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的 Create Table As Select (CTAS) | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的动态 SQL | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的 Group By 选项 | Azure,kcCategory.csv, sql-data-warehouse
 在 SQL 数据仓库中使用标签检测查询 | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure SQL 数据仓库中利用 T-SQL 循环 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的存储过程 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的事务 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中用户定义的架构 | Azure,kcCategory.csv, sql-data-warehouse
 在 SQL 数据仓库中分配变量 | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure SQL 数据仓库中使用 T-SQL 视图 | Azure,kcCategory.csv, sql-data-warehouse
 分布式数据在 Azure SQL 数据仓库中的工作原理 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的透明数据加密 (TDE) | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库（门户）中的透明数据加密 | Azure,kcCategory.csv, sql-data-warehouse
 查询 Azure SQL 数据仓库 (sqlcmd)| Azure,kcCategory.csv, sql-data-warehouse
 使用 TSQL 创建 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的 PolyBase 教程 | Azure,kcCategory.csv, sql-data-warehouse
 使用 PowerShell 创建 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure 门户中创建 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 有关 SQL 数据仓库服务的所有主题 | Azure,kcCategory.csv, sql-data-warehouse
 安装适用于 SQL 数据仓库的 Visual Studio 和 SSDT | Azure,kcCategory.csv, sql-data-warehouse
 将 Azure 流分析与 SQL 数据仓库配合使用 | Azure,kcCategory.csv, sql-data-warehouse
 从 Azure blob 加载到 Azure 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 将数据从 SQL Server 载入 Azure SQL 数据仓库 (PolyBase) | Azure,kcCategory.csv, sql-data-warehouse
 将数据从 SQL Server 载入 Azure SQL 数据仓库 (bcp) | Azure,kcCategory.csv, sql-data-warehouse
 将数据从 SQL Server 载入 Azure SQL 数据仓库 (SSIS)| Azure,kcCategory.csv, sql-data-warehouse
 将数据从 SQL Server 载入 Azure SQL 数据仓库 (PolyBase) | Azure,kcCategory.csv, sql-data-warehouse
 在 SQL 数据仓库中使用 PolyBase 的指南 | Azure,kcCategory.csv, sql-data-warehouse
 将示例数据载入 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 使用 bcp 将数据载入 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 使用 Redgate 将数据加载到 Azure 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 管理 Azure SQL 数据仓库中的计算能力（概述）| Azure,kcCategory.csv, sql-data-warehouse
 管理 Azure SQL 数据仓库中的计算能力（Azure 预览门户）| Azure,kcCategory.csv, sql-data-warehouse
 管理 Azure SQL 数据仓库中的计算能力 (PowerShell) | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure SQL 数据仓库中使用 REST 进行暂停、恢复和缩放 | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure SQL 数据仓库中使用 T-SQL 进行暂停、恢复和缩放 | Azure,kcCategory.csv, sql-data-warehouse
 使用 DMV 监视工作负荷 | Azure,kcCategory.csv, sql-data-warehouse
 提高 Azure SQL 中的列存储索引性能 | Azure,kcCategory.csv, sql-data-warehouse
 将 SQL 代码迁移到 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 将数据迁移到 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 迁移：数据仓库迁移实用程序 | Azure,kcCategory.csv, sql-data-warehouse
 将架构迁移到 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 将现有 Azure 数据仓库迁移到高级存储 | Azure,kcCategory.csv, sql-data-warehouse
 用于在 Azure 中开发数据仓库的资源 | Azure,kcCategory.csv, sql-data-warehouse
 Azure SQL 数据仓库常见问题解答 | Azure,kcCategory.csv, sql-data-warehouse
 使用 SQL 数据仓库构建集成解决方案 | Azure,kcCategory.csv, sql-data-warehouse
 将数据加载到 Azure SQL 数据仓库 |Microsoft 文档,kcCategory.csv, sql-data-warehouse
 保护 SQL 数据仓库中的数据库 | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure SQL 数据仓库中监视用户查询 | Azure,kcCategory.csv, sql-data-warehouse
 在 Azure SQL 数据仓库中管理数据库 | Azure,kcCategory.csv, sql-data-warehouse
 将解决方案迁移到 SQL 数据仓库 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库参考主题 | Azure,kcCategory.csv, sql-data-warehouse
 什么是 Azure SQL 数据仓库？ | Microsoft Docs,kcCategory.csv, sql-data-warehouse
 了解 Azure SQL 数据仓库操作 | Azure,kcCategory.csv, sql-data-warehouse
 连接到 Azure SQL 数据仓库 - SSMS | Azure,kcCategory.csv, sql-data-warehouse
 查询 Azure SQL 数据仓库 (Visual Studio) | Azure,kcCategory.csv, sql-data-warehouse
 适用于 Azure SQL 数据仓库的 PowerShell cmdlet,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库 Transact-SQL 语言元素 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库 Transact-SQL 参考 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库系统视图 | Azure,kcCategory.csv, sql-data-warehouse
 还原 Azure 数据仓库 - 本地和异地冗余 | Azure,kcCategory.csv, sql-data-warehouse
 还原 Azure SQL 数据仓库（Azure 门户）| Azure,kcCategory.csv, sql-data-warehouse
 还原 Azure SQL 数据仓库 (PowerShell) | Azure,kcCategory.csv, sql-data-warehouse
 还原 Azure SQL 数据仓库 (REST API) | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库容量限制 | Microsoft 文档,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中表的数据类型 | Azure,kcCategory.csv, sql-data-warehouse
 在 SQL 数据仓库中分布表 | Azure,kcCategory.csv, sql-data-warehouse
 为 SQL 数据仓库中的表编制索引 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的表的概述 | Azure,kcCategory.csv, sql-data-warehouse
 对 SQL 数据仓库中的表进行分区 | Azure,kcCategory.csv, sql-data-warehouse
 管理 SQL 数据仓库中表的统计信息 | Azure,kcCategory.csv, sql-data-warehouse
 SQL 数据仓库中的临时表 | Microsoft Azure,kcCategory.csv, sql-data-warehouse
 排查 Azure SQL 数据仓库问题 | Azure,kcCategory.csv, sql-data-warehouse
 配置 Azure Active Directory 身份验证 - SQL | Azure,kcCategory.csv, sql-database
 Azure Active Directory 身份验证 - Azure SQL（概述）| Azure,kcCategory.csv, sql-database
 使用 Azure 门户的 Azure SQL 数据库顾问 | Azure,kcCategory.csv, sql-database
 Azure SQL 数据库顾问,kcCategory.csv, sql-database
 始终加密：SQL 数据库 - Azure Key Vault | Microsoft 文档,kcCategory.csv, sql-database
 Always Encrypted：Azure SQL 数据库 - Windows 证书存储 | Microsoft Docs,kcCategory.csv, sql-database
 Azure SQL 数据库的审核、TDS 重定向和 IP 终结点 | Azure,kcCategory.csv, sql-database
 SQL 数据库审核入门 | Azure,kcCategory.csv, sql-database
 Azure 门户：管理 SQL 数据库审核 | Microsoft Docs,kcCategory.csv, sql-database
 REST API：管理 Azure SQL 数据库审核 | Azure,kcCategory.csv, sql-database
 Azure SQL 数据库审核入门 | Microsoft 文档,kcCategory.csv, sql-database
 SQL 数据库备份 - 自动、异地冗余 | Azure,kcCategory.csv, sql-database
 Azure SQL 数据库基准检验概述,kcCategory.csv, sql-database
 使用具有隔离和效率的 Azure SQL 数据库构建多租户应用,kcCategory.csv, sql-database
 云业务连续性 - 数据库恢复 - SQL 数据库 | Azure,kcCategory.csv, sql-database
 适用于 SQL 数据库的 Azure CLI 示例 | Microsoft 文档,kcCategory.csv, sql-database
 获取对应用程序进行身份验证所需的值以便通过代码访问 SQL 数据库 | Azure,kcCategory.csv, sql-database
 使用“将数据库部署到 Azure 数据库”向导将 SQL Server 数据库迁移到 SQL 数据库,kcCategory.csv, sql-database
 使用事务复制迁移到 SQL 数据库 | Azure,kcCategory.csv, sql-database
 使用 SqlPackage.exe 确定 SQL 数据库兼容性 | Azure,kcCategory.csv, sql-database
 SSMS：Azure SQL Server 数据库兼容性 | Azure,kcCategory.csv, sql-database
 迁移到 SQL 数据库之前，修复 SQL Server 数据库兼容性问题,kcCategory.csv, sql-database
 从 Azure SQL 数据库备份中还原单个表 | Azure,kcCategory.csv, sql-database
 将 SQL Server 数据库迁移到 Azure SQL 数据库 | Azure,kcCategory.csv, sql-database
 数据库兼容级别 130 - Azure SQL 数据库 | Microsoft 文档,kcCategory.csv, sql-database
