Question,Answer,URL,ms.service,keywords
Azure Cosmos DB 表 API 是否支持针对实体的 OData 查询模型？,Azure Cosmos DB 表 API 支持 OData 查询和 LINQ 查询。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 是否符合 HIPAA？,Azure Cosmos DB 符合 HIPAA。 HIPAA 针对可识别个人身份的健康信息的使用、泄露与保护制定了要求。 有关详细信息，请参阅 [信任中心](https://www.microsoft.com/TrustCenter/Compliance/HIPAA),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 符合 HIPAA吗？,Azure Cosmos DB 符合 HIPAA。 HIPAA 针对可识别个人身份的健康信息的使用、泄露与保护制定了要求。 有关详细信息，请参阅 [信任中心](https://www.microsoft.com/TrustCenter/Compliance/HIPAA),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
这是否意味着，Azure Cosmos DB 无需创建多个索引来满足查询要求？,"Azure Cosmos DB 无需创建多个索引来满足查询要求, Azure Cosmos DB 表 API 针对所有属性提供自动索引，无需任何架构定义。 这种自动化操作可以让开发人员将工作重点放在应用程序上，不必考虑索引的创建和管理。 有关详细信息，请参阅 [Azure Cosmos DB：索引策略](https://docs.azure.cn/cosmos-db/indexing-policies)。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB SQL API 数据库是否支持无架构数据？,Azure Cosmos DB SQL API 数据库支持无架构数据，SQL API 允许应用程序存储任意 JSON 文档，不需要架构定义或提示。 通过 Azure Cosmos DB SQL 查询接口可立即查询数据。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
SQL API 是否支持 ACID 事务？,"SQL API 支持以 JavaScript 存储过程和触发器形式表示的跨文档事务。 事务以每个集合内的单个分区为范围，且以 ACID 语义执行，也就是""全或无""，与其他并发执行代码和用户请求隔离。 如果在服务器端执行 JavaScript 应用程序代码的过程中引发了异常，则会回滚整个事务。 有关事务的详细信息，请参阅[数据库程序事务](https://docs.azure.cn/cosmos-db/programming#database-program-transactions)",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
是否可以提高或降低 Azure cosmos db 表 API 表的吞吐量？,可以使用 Azure Cosmos DB 门户的缩放窗格来缩放 API 表的吞吐量。 有关详细信息，请参阅[设置吞吐量](https://docs.azure.cn/cosmos-db/set-throughput),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 是否支持复合主键？,Azure Cosmos DB 支持复合主键，可以使用正则语法创建复合分区键。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
可以同时使用Azure 表存储和Azure Cosmos DB 表API吗？,可以在同一应用程序中同时连接到 Azure 表存储和 Azure Cosmos DB 表 API，可以通过创建两个不同的 CloudTableClient 实例进行连接，每个实例都通过连接字符串指向各自的 URI。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
可以在同一应用程序中同时连接到 Azure 表存储和 Azure Cosmos DB 表 API吗？,可以在同一应用程序中同时连接到 Azure 表存储和 Azure Cosmos DB 表 API，可以通过创建两个不同的 CloudTableClient 实例进行连接，每个实例都通过连接字符串指向各自的 URI。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
是否可以在同一应用程序中同时连接到 Azure 表存储和 Azure Cosmos DB 表 API？,可以在同一应用程序中同时连接到 Azure 表存储和 Azure Cosmos DB 表 API，可以通过创建两个不同的 CloudTableClient 实例进行连接，每个实例都通过连接字符串指向各自的 URI。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure SQL API 是否支持资源链接缓存？,Azure SQL API 支持资源链接缓存，因为 Azure Cosmos DB 是 RESTful 服务，而资源链接固定不变，所以可以缓存。 SQL API 客户端可以通过指定“If-None-Match”标头来读取任何资源（例如文档或集合），然后在服务器版本更改后更新本地副本。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure cosmos db 新预配的表是否设置了默认的 TableThroughput？,Azure cosmos db 新预配的表设置了默认的 TableThroughput，如果未通过 app.config 替代 TableThroughput，并且未使用 Azure Cosmos DB 中预先创建的容器，则该服务将创建吞吐量为 400 的表。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
现有的应用程序是否适用于Azure Cosmos DB 表 API？,现有的应用程序适用于Azure Cosmos DB 表 API？,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos 表 API 操作并发性是否受控制？,Azure Cosmos 表 API 操作并发性受控制，通过使用 ETag 机制提供乐观并发。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure cosmos db 表 API 是否默认对实体的所有属性编制索引？,默认情况下Azure cosmos db 会为实体的所有属性编制索引。 有关详细信息，请参阅 [Azure Cosmos DB：索引策略](https://docs.azure.cn/cosmos-db/indexing-policies)。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 表 API 是否仍然需要 PartitionKey 和 RowKey？,Azure Cosmos DB 表 API 仍然需要 PartitionKey 和 RowKey。 由于表 API 的外围应用类似于 Azure 表存储 SDK，因此使用分区键可以高效地分发数据。 行键在该分区中是唯一的。 行键必须存在，且不能为 null（在标准 SDK 中可为 null）。 RowKey 的长度为 255 个字节，PartitionKey 的长度为 1 KB。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 表 API 是否比 Azure 表存储提供更多的一致性级别？,Azure Cosmos DB 表 API 比 Azure 表存储提供更多的一致性级别。若要了解如何利用 Azure Cosmos DB 的分布式特性，请参阅[一致性级别](https://docs.azure.cn/cosmos-db/consistency-levels)。 由于一致性级别有充分的保证，因此可以放心使用。 有关详细信息，请参阅 [Azure Cosmos DB 功能](https://docs.azure.cn/cosmos-db/tutorial-develop-table-dotnet#azure-cosmos-db-capabilities),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何在 Azure Cosmos DB 表 API 的 .NET SDK 中替代请求选项的配置设置？,有关 Azure Cosmos DB 配置设置的信息，请参阅 [Azure Cosmos DB 功能](https://docs.azure.cn/cosmos-db/tutorial-develop-table-dotnet#azure-cosmos-db-capabilities)。 有些设置是通过 CreateCloudTableClient 方法处理的，还有一些设置是通过客户端应用程序中 appSettings 节的 app.config 处理的。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
是否可以在本地将Azure Cosmos DB 表 API SDK 用于模拟器？,不可以在本地将Azure Cosmos DB 表 API SDK 用于模拟器。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 表 API 如何配置首选的读取区域以降低分配数据时的延迟？,请使用 app.config 文件中的 PreferredLocation 键，方便从本地位置读取。 对于现有应用程序，如果设置 LocationMode，Azure Cosmos DB 表 API 会引发错误。 请删除该代码，因为表 API 会从 app.config 文件中选取此信息。 有关详细信息，请参阅 [Azure Cosmos DB 功能](https://docs.azure.cn/cosmos-db/tutorial-develop-table-dotnet#azure-cosmos-db-capabilities)。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 如何提供可预测的性能？,"[请求单位](https://docs.azure.cn/cosmos-db/request-units) (RU) 是 Azure Cosmos DB 中吞吐量的衡量单位。 1 RU 吞吐量相当于通过 GET 操作获取 1 KB 文档的吞吐量。 在 Azure Cosmos DB 中进行的每个操作（包括读、写、SQL 查询和执行存储过程）都具有一个确定的 RU 值，该值基于完成该操作所需的吞吐量。 无需考虑 CPU、IO 和内存，以及它们会怎样影响应用程序吞吐量，只需从单个 RU 度量值的角度进行考虑即可。
可以按照每秒吞吐量的 RU 数来保留每个 Azure Cosmos DB 容器的预配吞吐量。 对于任何规模的应用程序，都可以通过将单个请求设为基准来测量其 RU 值，并通过预配容器来处理所有请求的请求单位总和。 也可以随着应用程序的发展需求，扩展或缩减容器的吞吐量。 如需请求单位的详细信息以及确定容器需求方面的帮助，请参阅[估计吞吐量需求](https://docs.azure.cn/cosmos-db/request-units#estimating-throughput-needs)并尝试使用[吞吐量计算器](https://www.documentdb.com/capacityplanner)。 在这里，术语""容器""是指 DocumentDB API 集合、MongoDB API 集合以及表 API 表。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
通过 CQL 创建的表的默认吞吐量是多少 RU/s？ 如何更改该默认值？,Azure Cosmos DB 使用每秒请求单位数 (RU/s) 作为所提供的吞吐量的单位。 通过 CQL 创建的表具有 400 RU。 可以通过门户更改 RU。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何理解表 API 中的一致性级别？,"Azure Cosmos DB 在一致性、可用性和延迟之间提供合理的平衡。 Azure Cosmos DB 为表 API 开发人员提供五个一致性级别，因此可以在表级别选择合适的一致性模型，并在查询数据时发出相应的请求。 客户端可以在连接时指定一致性级别。 可以通过 CreateCloudTableClient 的 consistencyLevel 参数更改级别。 
如果将""有限过时""一致性设置为默认值，表 API 可通过""读取自己写入的数据""提供低延迟的读取。 有关详细信息，请参阅[一致性级别](https://docs.azure.cn/cosmos-db/consistency-levels)。
Azure 表存储默认在区域中提供""强""一致性，在辅助位置提供""最终""一致性。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 是什么？,"Azure Cosmos DB 是全局复制的多模型数据库服务，可针对无架构数据提供丰富的查询，帮助提供可靠的可配置性能，并支持快速开发。 这一切都通过一个托管平台来实现，而该平台有 Azure 强大的功能与影响力作为后盾。 
如果 Web、移动、游戏和 IoT 应用程序的关键要求是可预测的吞吐量、高可用性、低延迟和无架构数据模型，那么，Azure Cosmos DB 无疑是最合适的解决方案。 它提供了架构灵活性和丰富的索引，并且对集成的 JavaScript 提供了多文档事务性支持。 
有关部署和使用此服务的更多数据库问题、解答及说明，请参阅 [Azure Cosmos DB 文档页面](([https://docs.azure.cn/cosmos-db/)。](https://docs.azure.cn/cosmos-db/)。)",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
什么是 Azure Cosmos DB？,"Azure Cosmos DB 是全局复制的多模型数据库服务，可针对无架构数据提供丰富的查询，帮助提供可靠的可配置性能，并支持快速开发。 这一切都通过一个托管平台来实现，而该平台有 Azure 强大的功能与影响力作为后盾。 
如果 Web、移动、游戏和 IoT 应用程序的关键要求是可预测的吞吐量、高可用性、低延迟和无架构数据模型，那么，Azure Cosmos DB 无疑是最合适的解决方案。 它提供了架构灵活性和丰富的索引，并且对集成的 JavaScript 提供了多文档事务性支持。 
有关部署和使用此服务的更多数据库问题、解答及说明，请参阅 [Azure Cosmos DB 文档页面](([https://docs.azure.cn/cosmos-db/)。](https://docs.azure.cn/cosmos-db/)。)",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
"当收到指示分区已满的""配额已满""通知时，会发生什么情况？","Azure Cosmos DB 是基于 SLA 的系统，可提供无限缩放，并在延迟、吞吐量、可用性和一致性方面提供保障。 它的 Cassandra API 也允许无限制的数据存储。 此无限制的存储是通过使用分区作为键概念的数据水平横向扩展实现的。 [在 Azure Cosmos DB 中分区和缩放](https://docs.azure.cn/cosmos-db/partition-data)一文中很好地解释了分区概念。
应当遵循每个逻辑分区的实体数或项数不超过 10 GB 的限制。 为确保应用程序能够很好地进行缩放，建议不要创建热分区，即，将所有信息存储在一个分区内并查询它。 只有当存在数据倾斜时，也就是说，当一个分区键有大量数据（即超过 10 GB）时，才会发生此错误。 可以使用存储门户查明数据的分布。 若要修复此错误，请重新创建表并选择一个细粒度的主键（分区键），这可以实现更好的数据分布。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
为何要求选择表的吞吐量？,"Azure Cosmos DB 根据表的创建位置（门户或 CQL）设置容器的默认吞吐量。 Azure Cosmos DB 针对操作设置上限，在性能和延迟方面提供保证。 如果引擎可以针对租户的操作实施调控，则可以提供这样的保证。 设置吞吐量可确保在吞吐量和延迟方面获得保障，因为平台会保留此容量，并保证操作成功。 可以弹性更改吞吐量以便使季节性应用受益并节省成本。
[Azure Cosmos DB 中的请求单位数](https://docs.azure.cn/cosmos-db/request-units)一文介绍了吞吐量概念。 表的吞吐量平均分布到各个基础物理分区中。 ",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
哪些工具适用于表 API？,"可以使用 [Azure 存储资源管理器](https://docs.azure.cn/zh-cn/vs-azure-tools-storage-manage-with-storage-explorer)。
灵活地采用之前指定格式的连接字符串的工具可以支持新的表 API。 [Azure 存储客户端工具](https://docs.azure.cn/storage/common/storage-explorers)页中提供了表工具列表。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何将文档批量插入到 Document DB 中？,"可以通过以下两种方法之一，将文档批量插入到 Azure Cosmos DB 中：
*   数据集成工具，如 [Azure Cosmos DB 的数据迁移工具](https://docs.azure.cn/cosmos-db/import-data)中所述。
*   存储过程，如 [Azure Cosmos DB 的服务器端 JavaScript 编程](https://docs.azure.cn/cosmos-db/programming)中所述。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
使用Azure Cosmos DB 遇到 bug，该怎么反馈？,可通过以下途径提供反馈：*   [Azure 支持](https://www.azure.cn/support/contact/),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何提供有关 SDK 或 Bug 的反馈？,可通过以下途径提供反馈：*   [Azure 支持](https://www.azure.cn/support/contact/),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
有关 Azure Cosmos DB 的 Bug， 该怎么反馈？,可通过以下途径提供反馈：*   [Azure 支持](https://www.azure.cn/support/contact/),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
有免费帐户吗？,"如果不熟悉 Azure，可以注册 [Azure 试用帐户](https://www.azure.cn/pricing/1rmb-trial/)，这样可以得到 30 天试用期和信用额度，以便试用所有 Azure 服务。 如果你有 Visual Studio 订阅，则还有资格[免费获取 Azure 信用额度](https://www.azure.cn/support/legal/offer-rate-plans/)，可用于任何 Azure 服务。 
也可以使用 [Azure Cosmos DB 模拟器](https://docs.azure.cn/cosmos-db/local-emulator)在本地免费开发和测试应用程序，而无需创建 Azure 订阅。 如果对应用程序在 Azure Cosmos DB 模拟器中的工作情况感到满意，则可以切换到在云中使用 Azure Cosmos DB 帐户。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何连接到 API for MongoDB 数据库？,"若要连接到 Azure Cosmos DB API for MongoDB，最快捷的方式是使用 [Azure 门户](https://portal.azure.cn/)。 转到帐户，然后在左侧导航菜单上单击""快速启动""。 ""快速启动""是获取连接到数据库的代码片段的最佳方式。 
Azure Cosmos DB 实施严格的安全要求和标准。 Azure Cosmos DB 帐户需要通过 SSL 进行身份验证和安全通信，因此务必使用 TLSv1.2。
有关详细信息，请参阅[连接到 API for MongoDB 数据库](https://docs.azure.cn/cosmos-db/connect-mongodb-account)",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 如何支持各种数据模型（例如键/值、纵栏表和文档）？,"键/值（表）、纵栏表和文档数据模型都是原本就支持的，因为 Azure Cosmos DB 是基于 ARS（原子、记录和序列）设计构建的。 原子、记录和序列可以轻松映射和投影到各种数据模型。 现在提供了适用于一部分模型（Cosmos DB、MongoDB 和表 API）的 API，将来会提供特定于其他数据模型的其他 API。
Azure Cosmos DB 有一个不受架构影响的索引编制引擎，能够自动为它引入的所有数据编制索引，不会要求开发者提供任何架构或辅助索引。 该引擎依赖于一组逻辑索引布局（倒置、纵栏表、树形），这些布局将存储布局从索引和查询处理子系统中分离出来。 Cosmos DB 还能够以可扩展方式支持一组连网协议和 API 并将它们高效地转换为核心数据模型 (1) 和逻辑索引布局 (2)，这使得它具有原本就支持多个数据模型的独特功能。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
布隆筛选器、缓存、读取修复更改、gc_grace 和 compression memtable_flush_period 等表元数据的各项设置有什么变化？,Azure Cosmos DB 为读/写操作提供性能和吞吐量，无需更改任何配置设置，也不会意外处理这些设置。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 表 API 如何跨区域添加数据复制？,可以使用 Azure Cosmos DB 门户的[全局复制设置](https://docs.azure.cn/cosmos-db/tutorial-global-distribution-documentdb#portal)来添加适合应用程序的区域。 若要开发全局分布式应用程序，还应添加其 PreferredLocation 信息已设置为本地区域的应用程序，以减轻读取延迟。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何在跨多个 Azure 区域的表 API 中添加数据复制？,可以使用 Azure Cosmos DB 门户的[全局复制设置](https://docs.azure.cn/cosmos-db/tutorial-global-distribution-documentdb#portal)来添加适合应用程序的区域。 若要开发全局分布式应用程序，还应添加其 PreferredLocation 信息已设置为本地区域的应用程序，以减轻读取延迟。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何查看 Azure Cosmos DB 中存储的用于表 API 的表数据？,可以使用 Azure 门户浏览数据。 也可以使用表 API 代码或下一个问题答案中提到的工具。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何查看 Azure Cosmos DB 表 API 的表数据？,可以使用 Azure 门户浏览数据。 也可以使用表 API 代码或下一个问题答案中提到的工具。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何注册 Azure Cosmos DB？,可以在 Azure 门户中注册 Azure Cosmos DB。 首先，注册 Azure 订阅。 注册后即可将 Cosmos DB API、表 API 或 MongoDB API 帐户添加到 Azure 订阅。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的吞吐量有限制吗？,在 Azure Cosmos DB 中，对于容器能够支持的总吞吐量并没有任何限制。 关键是要让工作负荷大致均匀地分布到足够多的分区键中。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的吞吐量限制是什么？,在 Azure Cosmos DB 中，对于容器能够支持的总吞吐量并没有任何限制。 关键是要让工作负荷大致均匀地分布到足够多的分区键中。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何在 Azure 门户中访问 DocumentDB 帐户？,在 Azure 门户的左侧窗格中，单击 Azure Cosmos DB 图标。 如果以前已创建了一个 DocumentDB 帐户，则现在也有了一个 Azure Cosmos DB 帐户，费用不会有任何变化。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的典型用例有哪些？,对于侧重于以下要求的新 Web、移动、游戏和 IoT 应用程序而言，Azure Cosmos DB 是一个不错的选择：自动缩放、可预测的性能、毫秒响应时间的快速排序，以及查询无架构数据的能力。 Azure Cosmos DB 有助于快速开发，且支持应用程序数据模型的连续迭代。 用于管理用户生成的内容和数据的应用程序就是 [Azure Cosmos DB 的常见用例](https://docs.azure.cn/cosmos-db/use-cases),https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的存储有限制？,对于容器可以存储在 Azure Cosmos DB 中的数据总量并没有任何限制。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的存储限制是什么？,对于容器可以存储在 Azure Cosmos DB 中的数据总量并没有任何限制。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的费用如何？,"有关详细信息，请参阅 [Azure Cosmos DB 定价详细信息](https://www.azure.cn/pricing/details/cosmos-db/)页。 Azure Cosmos DB 使用费取决于预配的容器数、容器的联机小时数，以及每个容器的预配吞吐量。 在这里，术语""容器""是指 DocumentDB API 集合、MongoDB API 集合以及表 API 表。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB 的费用是多少？,"有关详细信息，请参阅 [Azure Cosmos DB 定价详细信息](https://www.azure.cn/pricing/details/cosmos-db/)页。 Azure Cosmos DB 使用费取决于预配的容器数、容器的联机小时数，以及每个容器的预配吞吐量。 在这里，术语""容器""是指 DocumentDB API 集合、MongoDB API 集合以及表 API 表。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure Cosmos DB是如何收费的？,"有关详细信息，请参阅 [Azure Cosmos DB 定价详细信息](https://www.azure.cn/pricing/details/cosmos-db/)页。 Azure Cosmos DB 使用费取决于预配的容器数、容器的联机小时数，以及每个容器的预配吞吐量。 在这里，术语""容器""是指 DocumentDB API 集合、MongoDB API 集合以及表 API 表。",https://docs.azure.cn/cosmos-db/faq,cosmos-db,
Azure 表存储对我而言非常便宜，因为我只需支付数据的存储费用，并且我很少进行查询。 但是，即使我未执行任何事务或存储任何数据，Azure Cosmos DB 表 API 服务似乎也要收费。 能否请你解释一下？,根据设计，Azure Cosmos DB 是一个全局分布式的、基于 SLA 的系统，在可用性、延迟和吞吐量方面提供保证。 如果在 Azure Cosmos DB 中保留吞吐量，吞吐量就会获得保证，这与其他系统的吞吐量有所不同。 Azure Cosmos DB 会根据客户请求提供额外功能，例如辅助索引和全局分发。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何在特定情况下为此服务扩展存储大小？比如，最初我有 n GB 的数据，但一段时间后我的数据会增长到 1 TB。,根据设计，可以通过横向缩放让 Azure Cosmos DB 提供无限的存储。 可以通过服务来监视并有效地增大存储。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何在特定情况下扩展 Azure Cosmos DB 存储大小？,根据设计，可以通过横向缩放让 Azure Cosmos DB 提供无限的存储。 可以通过服务来监视并有效地增大存储。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
价格是否有变化？,没有，在 Azure Cosmos DB 上运行应用的费用与以前相同。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
SLA 是否有变化？,没有，有关可用性、一致性、延迟和吞吐量的 SLA 都保持不变，并且仍会显示在门户中。 有关详细信息，请参阅 [SLA for Azure Cosmos DB](https://www.azure.cn/support/sla/cosmos-db/)（Azure Cosmos DB 的 SLA）。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
本地 Cassandra 群集是否可与 Azure Cosmos DB 的 Apache Cassandra API 配对？,目前，Azure Cosmos DB 针对云环境提供了优化的体验，且不产生操作开销。 如果需要配对，请向 [Azure Support](https://www.azure.cn/support/contact/) 发送邮件并在其中提供你的方案的说明。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
最多可以创建多少个键空间？,键空间数目没有物理限制，因为它们是元数据容器，如果由于某种原因，你有大量的键空间，请向 [Azure Support](https://www.azure.cn/support/contact/) 发送电子邮件。,https://docs.azure.cn/cosmos-db/faq,cosmos-db,
如何向客户通知即将停用的 SDK？,Microsoft 会在即将停用的 SDK 的支持结束之前提前 12 个月进行通知，以便协助平稳地转换到支持的 SDK。 此外，会通过各种通信渠道（Azure 管理门户、开发人员中心、博客文章以及与分配的服务管理员的直接通信）来通知客户。,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet,cosmos-db,
如果客户运行使用不支持的 Azure Cosmos DB SDK 版本的应用程序，会发生什么情况？,任何使用已停用 SDK 版本连接 Azure Cosmos DB 服务的尝试都会被拒绝。,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet,cosmos-db,
"在这 12 个月期间，客户是否可以使用""即将""停用的 Azure Cosmos DB SDK 来创作应用程序？","客户在 12 个月宽限期内具有完全访问权限，可以使用""即将""停用的 Azure Cosmos DB SDK 创作、部署和修改应用程序。 在 12 个月宽限期内，建议客户根据相应情况迁移到支持的较新版本 Azure Cosmos DB SDK。",https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet,cosmos-db,
在 12 个月通知期之后，客户是否可以使用已停用的 Azure Cosmos DB SDK 创建和修改应用程序？,在 12 个月通知期之后，SDK 会停用。 Azure Cosmos DB 平台不允许使用已停用 SDK 的应用程序对 Azure Cosmos DB 进行任何访问。 此外，Microsoft 不会对已停用的 SDK 提供客户支持。,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet,cosmos-db,
如果无法在截止日期之前更新应用程序，该怎么办？,我们建议尽早升级到最新 SDK。 SDK 标记为要停用之后，会有 12 个月来更新应用程序。 如果由于任何原因而无法在此时间范围内完成应用程序更新，请在截止日期之前与 [Cosmos DB 团队](mailto:askcosmosdb@microsoft.com)联系并请求其帮助。,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet,cosmos-db,
适用于 SQL API 的 Azure Cosmos DB .NET SDK 新特性和功能是否会适用于所有未停用的 SDK？,适用于 SQL API 的 Azure Cosmos DB .NET SDK 新特性和功能只添加到新版本。 如果使用的是未停用的旧版本 SDK，则对 Azure Cosmos DB 进行的请求仍会与以前一样正常工作，但是你无法访问任何新功能。,https://docs.azure.cn/zh-cn/cosmos-db/documentdb-sdk-dotnet,cosmos-db,
在订阅中可以预配多少个 Azure Cosmos DB 实例？,在 Azure 订阅中可以预配 50 个 Azure Cosmos DB 实例。 可以创建 [Azure 支持票证](https://portal.azure.cn/#blade/Microsoft_Azure_Support/HelpAndSupportBlade)以提高此限制，但在默认情况下，对每个订阅只能预配 50 个 Cosmos DB 实例。,https://docs.azure.cn/iot-suite/iot-suite-v1-faq,cosmos-db,
Azure 事件中心如何获取支持和 SLA？,"事件中心的技术支持可通过 [社区论坛](https://social.msdn.microsoft.com/Forums/azure/home)获得。 计费和订阅管理支持免费提供。
若要详细了解我们的 SLA，请参阅[服务级别协议](https://www.azure.cn/support/legal/sla/)页面。",https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,sla
Azure 事件中心入口事件是怎样计算的？,"发送到 Azure 事件中心的每个事件均计为一条可计费消息。 入口事件 定义为小于等于 64 KB 的数据单位。 任何小于等于 64 KB 的事件均被视为一个计费事件。 如果该事件大于 64 KB，则根据事件大小按 64 KB 的倍数来计算计费事件的数量。 例如，发送到事件中心的 8 KB 事件按一个事件计费，而发送到事件中心的 96 KB 的消息则按两个事件计费。
从事件中心耗用的事件，以及管理操作和控制调用（例如检查点），不统计为计费入口事件，但会累计，上限为吞吐量单位限额。",https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,
Azure 事件中心在哪些区域可用？,在所有支持的 Azure 区域中都可使用 Azure 事件中心。 有关列表，请访问 [Azure 区域](https://www.azure.cn/support/service-dashboard/)页。,https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,
是否有与 Azure 事件中心关联的配额？,如需所有 Azure 事件中心配额的列表，请参阅[配额](https://docs.azure.cn/event-hubs/event-hubs-quotas)。,https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,
是否要为 Azure 事件中心捕获所选择的存储帐户付费？,捕获使用在事件中心启用捕获时提供的存储帐户。 由于这是你的存储帐户，对此配置进行任何更改都会在你的 Azure 订阅中计收费用。,https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,
Azure 事件中心需要多少分区？,"请记住，Azure 事件中心的分区数在设置后无法修改。 鉴于这一点，请务必在开始之前考虑需要多少分区。 
事件中心设计用于允许每个用户组使用单个分区读取器。 在大多数用例中，四个分区的默认设置就足够了。 如果希望扩展事件处理，则可以考虑添加其他分区。 对分区没有特定的吞吐量限制，但是命名空间中的聚合吞吐量受吞吐量单位数限制。 增加命名空间中吞吐量单位的数量时，可能需要添加额外分区来允许并发读取器实现其自身的最大吞吐量。
但是，如果有一个模型，其中应用程序具有到特定分区的关联性，则增加分区数可能对你没有任何益处。 有关详细信息，请参阅[可用性和一致性](https://docs.azure.cn/event-hubs/event-hubs-availability-and-consistency)。",https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,
保留 Azure 事件中心事件超过 24 小时的话，要收取费用吗？,Azure 事件中心标准层允许消息保留期长于 24 小时，最长以 7 天为限。 如果所存储事件总量的大小超过所选吞吐量单位数量的存储限制（每个吞吐量单位 84 GB），超出限制的部分会按公布的 Azure Blob 存储区费率收费。 每个吞吐量单元的存储限制包括 24 小时（默认值）的保留期期间的所有存储成本，即使吞吐量单元已经用到了最大入口限制。,https://docs.azure.cn/event-hubs/event-hubs-faq,event-hubs,
